URL,Website_Type,Text Chunk,Flesch Reading Ease,Flesch-Kincaid Grade Level,Difficult Words,Total Number of Sentences,Total Number of Words,VADER Sentiment Score,TextBlob Sentiment Score
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,Prospective students,"If you are a current UCSD student, you can enroll in a class at another UC campus without additional fees or applying for admission (during the academic year), subject to available space and campus approval. This process is known as""simultaneous enrollment.""",42.21,12.5,12,2,41,0.4767,0.05833333333333334
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,Prospective students,"University of California (UC)Cross-Campus Enrollmentoffers exceptional, flexible and innovative online learning.",-58.14,24.1,9,1,11,0.5859,0.5833333333333333
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,Prospective students,Cross-Campus Enrollment Information for UC San Diego Anthropology students:,3.12,15.1,5,1,9,0.0,0.0
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,Prospective students,You must:,120.21,-3.1,0,1,2,0.0,0.0
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,Prospective students,Undergraduate Program,-91.3,26.5,2,1,2,0.0,0.0
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,Prospective students,"UC San Diego 9500 Gilman Dr. La Jolla, CA 92093 (858) 534-2230Copyright ©2024Regents of the University of California.
        All rights reserved.",72.83,4.8,6,3,21,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Anthropology Academic Advising,-109.24,29.2,3,1,3,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Undergraduate Students,-91.3,26.5,2,1,2,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Submit all academic questions through theVirtual Advising Center (VAC).,20.04,12.7,5,1,9,0.0,-0.05
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,"To schedule a 20-minute advising appointment, please emailanthroadvising@ucsd.eduwith the following information:",-10.26,16.1,5,2,11,0.3182,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Please note that advising appointments may be limited. We encourage you to ask all questions through the Virtual Advising Center first in case they can be addressed there.,65.73,7.6,7,2,28,0.5719,0.02619047619047619
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Graduate,-47.99,20.2,1,1,1,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Please emailanthrophd@ucsd.edufor more information.,-76.41,24.9,3,1,4,0.3182,0.5
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Study Abroad Advising,59.97,5.6,1,1,3,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,1. VisitFirst Stepsto get started.,49.48,7.6,3,1,5,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,2. Schedule an appointment with Global Health Study Abroad Advisors in theStudy Abroad UC San Diego Office.,62.68,8.7,5,1,17,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,3.The Department of Anthropology offers field schools and Global Seminars that students may participate in to fulfill  degree requirements.  Please follow thelinkfor more information.,25.46,12.7,12,2,24,0.6369,0.19999999999999998
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Other UC San Diego Offices,83.32,2.9,1,1,5,0.0,-0.125
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,For clearance to enroll in a class,89.75,2.5,2,1,7,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Please submit aCourse Pre-Auth Request.,83.32,2.9,2,1,5,0.3182,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Directions,-47.99,20.2,1,1,1,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Location:,-47.99,20.2,1,1,1,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,We're located in Eleanor Roosevelt College in the Social Science Building. Our administrative offices are located on the second floor in theAnthropology Administration Office.,25.46,12.7,8,2,24,0.0,0.016666666666666666
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Directions:,-47.99,20.2,1,1,1,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Degree Checks,77.91,2.9,1,1,2,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Frequently Asked Questions,34.59,9.2,2,1,3,0.0,0.1
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,"To see which classes you still have remaining, please view yourdegree audit, a tool inTritonLinkthat lists degree requirements and measures progress toward completing them. Review our ""How to Read Your Degree Audit"" guide for more information.",53.21,10.3,10,2,36,0.6249,0.5
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,For additional information seeDeclare a Double Majoron Blink.,21.06,12.3,4,1,8,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Notes:,121.22,-3.5,0,1,1,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,* All lower division courses can count towards both majors.,53.88,8.0,4,1,9,-0.296,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,* 10 upper division courses must be unique to each major.,69.79,6.0,2,1,10,0.0,0.14583333333333334
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,"* You can overlap upper division courses if each major has 10 unique courses. (e.g. if art history and anthropology each have 12 upper division requirements, you can overlap 2 courses, since you would still have 10 unique upper division courses for each major)",49.65,11.7,5,2,43,0.0,0.125
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,See more: Frequently Asked Questions,66.4,5.2,2,1,5,0.0,0.3
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Contact Us,77.91,2.9,1,1,2,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,"UC San Diego 9500 Gilman Dr. La Jolla, CA 92093 (858) 534-2230Copyright ©2024Regents of the University of California.
        All rights reserved.",72.83,4.8,6,3,21,0.0,0.0
https://visarts.ucsd.edu/undergrad/academic-advising/index.html,Undergraduate Research,Academic Advising,-49.0,20.6,2,1,2,0.0,0.0
https://visarts.ucsd.edu/undergrad/academic-advising/index.html,Undergraduate Research,"Academic Advisors are available in person or remotely to support students. If you want to connect with an Advisor, follow the appropriate steps below:",42.38,10.3,8,2,24,0.4588,0.2
https://visarts.ucsd.edu/undergrad/academic-advising/index.html,Undergraduate Research,"Advising Schedule: Advisors can schedule appointments or meet with students via drop-in advising. To review the ways to meet with an advisor, please go to the 'Meet with Advising' tab in the Virtual Advising Center. The advising schedule is:",58.28,8.4,8,3,39,0.3182,-0.1
https://visarts.ucsd.edu/undergrad/academic-advising/index.html,Undergraduate Research,*Advising during summer will be by remote appointment only. The advising hours below will resume in fall quarter.,53.88,8.0,4,2,18,0.0,-0.05
https://visarts.ucsd.edu/undergrad/academic-advising/index.html,Undergraduate Research,Week 0,120.21,-3.1,0,1,2,0.0,0.0
https://visarts.ucsd.edu/undergrad/academic-advising/index.html,Undergraduate Research,Weeks 1-2,120.21,-3.1,0,1,2,0.0,0.0
https://visarts.ucsd.edu/undergrad/academic-advising/index.html,Undergraduate Research,Weeks 3-11,120.21,-3.1,0,1,2,0.0,0.0
https://visarts.ucsd.edu/undergrad/academic-advising/index.html,Undergraduate Research,Virtual Advising Center:Advisors are available via the Virtual Advising Center 'Ask a Question' tab at vac.ucsd.edu for brief and basic advising questions. Questions are addressed Monday-Thursday during business hours and are typically addressed between 1-2 days. Some reasons to write into the VAC:,43.59,9.9,10,4,43,0.0,0.02666666666666668
https://visarts.ucsd.edu/undergrad/academic-advising/index.html,Undergraduate Research,"Brief question about a course and scheduling detail, ask about a departmental policy, provide an update to advising",44.75,11.5,7,1,18,0.0,0.0
https://visarts.ucsd.edu/undergrad/academic-advising/index.html,Undergraduate Research,"Forms/Petitions: If you have forms that need to be reviewed and signed by the Faculty or Advisors, scan and email these tovis-ug@ucsd.edu. Each form should be scanned as one PDF file that combines the form and supplementary materials. If you have more than one form/petition to submit, these need to be saved a separate files. During remote advising, there will be a delay in completing forms so plan ahead and expect 1-2 weeks for processing.",60.85,9.4,15,4,75,0.128,0.2
https://visarts.ucsd.edu/undergrad/academic-advising/index.html,Undergraduate Research,"Course Authorizations:To request access to a course, utilize the campus Enrollment Authorization System (EASy) that is available via Tritonlink. Please follow any instructions provided there for the specific course you are interested in enrolling.",37.3,12.3,14,2,34,0.6124,0.27083333333333337
https://visarts.ucsd.edu/undergrad/academic-advising/index.html,Undergraduate Research,Our Mission,77.91,2.9,1,1,2,0.0,0.0
https://visarts.ucsd.edu/undergrad/academic-advising/index.html,Undergraduate Research,"Academic Advisors are here to support students in the clarification of goals, the development of plans and the realization of these goals. This is a process that helps students make decisions that are the best fit for them individually and is the responsibility of both student and advisor. To be successful, students need to be active in all aspects of their education, including knowledge of their curricular requirements and working in partnership with support resources on campus. The Visual Arts path to success requires that students:",41.19,12.9,27,4,86,0.9747,0.2895833333333333
https://visarts.ucsd.edu/undergrad/academic-advising/index.html,Undergraduate Research,"For more information regarding the roles and expectations for advisors and students in academic advising, please view ourAcademic Advising Syllabus.",8.88,17.0,9,1,20,0.3182,0.25
https://visarts.ucsd.edu/undergrad/academic-advising/index.html,Undergraduate Research,Undergraduate,-217.19,43.8,1,1,1,0.0,0.0
https://visarts.ucsd.edu/undergrad/academic-advising/index.html,Undergraduate Research,"UC San Diego 9500 Gilman Dr. La Jolla, CA 92093 (858) 534-2230Copyright ©2025Regents of the University of California.
        All rights reserved.",72.83,4.8,6,3,21,0.0,0.0
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,"Scholarships, Grants & Internships",9.21,12.7,2,1,3,0.2263,0.0
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,Visual Arts Department Partnerships:,8.2,13.1,3,1,4,0.0,0.0
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,"Adam Douglas Kamil Undergraduate Student Media Prize:The Adam Douglas Kamil Student Media Prize was developed to help UC San Diego undergraduates polish their skills in film production and to help them realize their creative potential in this field. Adam was a Visual Arts Media major with a passion for the power of media to connect people. To honor the memory of their son who passed away in December 2009, the Kamil family has established the Adam Douglas Kamil Student Media Prize.",52.53,12.6,14,3,81,0.9643,0.1325
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,Click here to see the winners from the13th Annual Adam D. Kamil Media Awards.,89.75,2.5,3,2,14,0.7269,0.0
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,"This prize is open to all UC San Diego enrolled students and consists of a $2,000 grand prize and two $1,000 finalist awards. All media submissions will be displayed for one week in the Adam D. Kamil Gallery within the Visual Arts Department. The gallery show will culminate with a recognition ceremony and reception. Winners will be announced at this time and will include a screening of the grand prize winning film. The 2024 application form can be found here as PDFor DOCX.",74.39,6.3,20,6,83,0.9761,0.3
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,"Russell Foundation Grant:The Russell Foundation Grant is a funding opportunity offered fall quarter for undergraduate and graduate students within the Visual Arts department.  The grant is to provide financial assistance covering the cost of work the students are producing in the areas of studio, art history, art criticism, art theory, and/or art practice (not to be used towards the payment of campus fees or tuition). The 2024-25 application form can be found here asPDForDOCX.",37.94,14.1,25,3,74,0.5994,0.0
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,"San Diego Museum of Art Summer Internship:The San Diego Museum of Art, Balboa Park hosts a paid summer internship in collaboration with the Visual Arts Department. The internship will allow students to work closely with the curatorial staff and the museum on upcoming projects and exhibitions.",39.67,13.4,11,2,46,0.2263,0.0
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,"Stewart Humanities Internship at Mingei International Museum:Mingei International Museum, Balboa Park hosts a paid internship, in collaboration with the Visual Arts Department. The internship spans across Spring quarter and both Summer sessions and the selected student will work with 3-4 main departments: Exhibitions/Curatorial, Education, Registration and Library & Archives. Unfortunately, Mingei has had to suspend this internship and will not be offering it in 2024.",16.02,16.3,21,3,64,-0.5719,-0.06666666666666668
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,Scholarships:,-47.99,20.2,1,1,1,0.0,0.0
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,DAAD (German Academic Exchange Service) Scholarship:Explore the funding opportunities that DAAD offers - from a three-week summer course to internships. DAAD offers a variety of scholarships for undergraduates to study and research in Germany.,29.35,13.3,13,2,33,0.3818,0.05
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,Fulbright US Student Program:The Fulbright U.S. Student Program provides grants for individually designed study/research projects or for English Teaching Assistant Programs. The Fullbright U.S. Student Program welcomes applications in the creative and performing arts.,37.47,10.1,15,4,34,0.7579,0.16666666666666666
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,Jack Kent Cooke Scholarships:The Jack Kent Cooke Foundation is dedicated to advancing the education of exceptionally promising students who have financial need.,15.31,16.6,9,1,22,0.7178,0.1
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,San Diego Foundation Scholarships:The San Diego Foundation Community Scholarship program provides scholarship opportunities for local students to help pursue their educational goals and achieve their higher education dreams.,0.76,20.1,13,1,28,0.7906,0.16666666666666666
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,UCEAP Scholarships:The University of California Education Abroad Program provides increased funding for scholarships to further our commitment to international education in line with their promise to make study abroad accessible to all UC students,3.13,21.3,12,1,34,0.7184,0.125
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,"UCSD Scholarships:Scholarships are awarded for either academic merit only, or merit and additional criteria such as major of interest, leadership, or financial need. UCSD scholarships are available for freshman, transfer, and continuing students.",20.89,14.4,14,2,33,0.8834,0.07708333333333334
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,Undergraduate Research Fellowship:The Institute of Arts and Humanities provides funding for undergraduate students with a declared major or minor in Arts and Humanities to carry out research or present at a conference.,13.62,19.3,11,1,32,0.0,0.004166666666666666
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,Grants:,121.22,-3.5,0,1,1,0.2263,0.0
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,"Princess Grace Awards:Scholarships, apprenticeships, and fellowships give artists who are at outset of their careers or early stages of professional development the financial assistance and encouragement to focus on artistic excellence in the areas of film, animation, theater, and dance.",13.96,21.3,15,1,40,0.8658,0.13333333333333333
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,"UCSD Grants:UCSD works to provide federal, state, and University grants for students with financial need.",56.25,9.1,5,1,15,0.2263,0.0
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,UC San Diego Extension Student Grants:UCSD Extension offers a limited number of student grant vouchers to full-time UCSD students each quarter.,41.7,12.7,6,1,21,0.2263,0.01428571428571429
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,Internships:,-47.99,20.2,1,1,1,0.0,0.0
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,"The Academic Internship Program (AIP):The Academic Internship Program allows students to integrate academic theory and ‘real world' practice, engage in research that explores the relationship between the two, and gain hands-on experience in professional settings. If you are interested in AIP,read the instructions here.If the internship is related to the Visual Arts major, it may be possible to apply AIP credit towards a major requirement.",32.53,14.1,22,3,65,0.8779,0.06136363636363637
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,"Triton Television:Triton Television is an AS entity that works to provide education on filmmaking to students, provide accessible equipment checkouts, and capture UCSD’s live events. The Triton Television internship is a rigorous two quarter long process designed to teach students at UCSD skills in filmmaking ranging from pre-production to post-production. We do not require prior film knowledge, just your willingness and enthusiasm to learn about filmmaking!",32.22,14.2,22,3,66,0.4926,0.11534090909090909
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,"Balboa Park Online Collaborative Internships:Balboa Park Online Collaborative (BPOC) is a nonprofit technology collaboration that aims to foster a culture of innovation and collaboration among museums and nonprofits in Balboa Park and beyond. The internships program at BPOC offers participants on-the-job training in areas including desktop/server technologies, video editing, and website development.",-5.68,20.5,25,2,52,0.3818,0.1
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,"Calit2 Summer Undergraduate Research Scholars Program:This interdisciplinary program provided UC San Diego college students with the opportunity to interact and collaborate with faculty members, professionals and peers.",-15.16,22.1,14,1,27,0.4215,0.0
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,Experiential Learning:The UCSD REAL (Research Experience and Applied Learning) Portal highlights opportunities that allow students to apply academic knowledge in real-world settings.,-1.63,19.0,13,1,22,0.5423,0.1
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,"Museum of Contemporary Art San Diego (MCASD):MCASD offers internships at both the La Jolla and Downtown San Diego locations. The most common internships offered each semester are Education, Registration, Advancement, and Curatorial.",21.4,14.3,13,2,32,0.0,0.11666666666666665
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,"Museum of Photographic Arts Volunteer Opportunities:The Museum of Photographic Arts, located within Balboa Park, accepts volunteers.Volunteers are an integral part of the successful operation of the museum, assisting staff with exhibitions, educational programs, tasks, events and more.",1.94,17.6,16,2,37,0.7269,0.5
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,"San Diego Museum of Man Internships and Volunteer Opportunties:The San Diego Museum of Man, located within Balboa Park, offers opportunities for volunteering and internships. The San Diego Museum of Man’s mission is to inspire human connections by exploring the human experience.",16.83,16.0,16,2,41,0.743,0.03333333333333333
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,"UCDC:Live in the metropolitan area of Washington D.C., take classes and gain professional experience. Opportunities include internships at the National Portrait Gallery, Guggenheim Productions, Americans for the Arts, National Museum of African Art, and many more.",33.92,11.5,14,3,36,0.7184,0.275
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,Undergraduate,-217.19,43.8,1,1,1,0.0,0.0
https://visarts.ucsd.edu/undergrad/scholarships.html,Prospective students,"UC San Diego 9500 Gilman Dr. La Jolla, CA 92093 (858) 534-2230Copyright ©2025Regents of the University of California.
        All rights reserved.",72.83,4.8,6,3,21,0.0,0.0
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,Advising,Incoming Students,-6.7,14.7,2,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,Advising,Welcome to A&A!,93.81,0.9,0,1,3,0.5093,1.0
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,Advising,"Welcome to the Department of Astronomy and Astrophysics at the University of California, San Diego! The major and minor programs in Astronomy and Astrophysics (A&A) are open to all students interested in pursuing a STEM degree with a focus on astrophysical sciences, and the majors are not capped. Sample course plans for both freshmen and transfer students are available on our website.",42.0,12.5,19,3,62,0.7177,0.27708333333333335
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,Advising,Orientations,-132.59,32.0,1,1,1,0.0,0.0
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,Advising,The A&A department hosts remote and in-person orientation and informational sessions throughout the year. Please clickhereto join theA&A mailing listfor future updates and announcements.,33.92,11.5,12,2,24,0.5423,-0.05
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,Advising,Upcoming 2024/2025 Events:,59.97,5.6,1,1,3,0.0,0.0
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,Advising,Undergraduate Program,-91.3,26.5,2,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,Advising,"UC San Diego 9500 Gilman Dr. La Jolla, CA 92093 (858) 534-2230Copyright ©2024Regents of the University of California.
        All rights reserved.",72.83,4.8,6,3,21,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Undergraduate Research,Academic Advising,-49.0,20.6,2,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Undergraduate Research,A&A Advisors,35.61,8.8,1,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Undergraduate Research,"The Student Affair Advisors are available to assist you with astronomy & astrophysics major and minor requirements, degree audits, academic policies and procedures, research information, course planning, and other astrophysics-programmatic questions. We're also here to connect you to a variety of campus facilities & resources such as the career center, community centers, disability services, teaching and learning commons, study abroad, and more.",7.19,19.7,31,2,60,0.0,0.0859375
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Undergraduate Research,Policies and Deadlines,59.97,5.6,2,1,3,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Undergraduate Research,General Departmental Policies:,-50.02,21.0,2,1,3,0.0,0.05000000000000002
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Undergraduate Research,"All courses follow the UC San DiegoAcademic Regulation & Policies. We recommend all students familarize themselves with the UC San Diego grading policies. Each quarter you should be aware of the drop/add/withdrawal deadlines, seeEnrollment Calendar.",43.09,10.1,12,3,34,0.3612,0.25
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Undergraduate Research,Waitlists:Classes can be wait-listed until 4:30 p.m. on Thursday of the 2nd full week of classes. You can useWebRegto join a waitlist for a course of section.,79.26,4.4,6,3,27,0.296,0.175
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Undergraduate Research,Grade and Major Policies:,75.88,3.7,1,1,4,0.0,0.0625
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Undergraduate Research,P/NP Grading Option:Not allowed for any courses applied to the major (the exceptions are courses completed via AP/IB/A-Level and a single four-unit ASTR 199/199H that may only be applied as an upper-division restricted elective).,28.51,17.7,11,1,34,-0.3818,-0.0029761904761904747
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Undergraduate Research,Grades and GPA:A grade point average of 2.0 or higher in the upper-division major program is required for graduation. Students must receive a grade of C– or better in any course to be counted toward fulfillment of the major requirements.,57.98,8.5,10,3,40,0.4404,0.145
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Undergraduate Research,Substitutions and Exceptions:Permissible only by approved petition to the department. Please see thePetitionpage on how to request specfic waivers.,19.53,12.9,9,2,19,0.6249,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Undergraduate Research,Current UC San Diego Students,83.32,2.9,2,1,5,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Undergraduate Research,Communication,-217.19,43.8,1,1,1,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Undergraduate Research,"For current UC San Diego students, please use theVirtual Advising Center (VAC)as your primary comminication method for inquiries. The VAC is a great way to contact an Student Affairs' advisor for quick questions and general check-ins for academic progress.Questions submitted via VAC typically receive a response within 1-3 business days.Please do not email us questions, all inquiriesmust besubmitted and answered through the VAC.",46.98,10.6,20,4,63,0.7506,0.16458333333333333
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Undergraduate Research,Schedule an Appointment,34.59,9.2,2,1,3,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Undergraduate Research,"If you would like toschedule an advising appointmentwith an A&A Student Affair's advisor, please send a message via the VAC with three dates and times you are available to set up a 30-minute appointment.Zoom appointments should be used to discuss more in-depth questions, career and major exploration, and long-term academic (quarter-by-quarter) planning. Advisors will work with students to schedule a Zoom meeting during a time when they and the student are both available.",55.27,11.6,18,3,73,0.6908,0.2725
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Undergraduate Research,Course Planning,77.91,2.9,1,1,2,0.0,0.0
