URL,Institution,Department,Website_Type,STEM,Time_to_Scrape,Text Chunk,Flesch Reading Ease,Flesch-Kincaid Grade Level,Difficult Words,Total Number of Sentences,Total Number of Words,VADER Sentiment Score,TextBlob Sentiment Score
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,UC San Diego,Anthropology,Prospective students,Y,4:58,California institutions canvisitassist.orgto find courses at your college that:,-0.78,14.5,4,2,9,0.0,0.0
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,UC San Diego,Anthropology,Prospective students,Y,4:58,Incoming Student Programs,9.21,12.7,3,1,3,0.0,0.0
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,UC San Diego,Anthropology,Prospective students,Y,4:58,Limits on Transfer Units,75.88,3.7,2,1,4,0.0,0.0
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,UC San Diego,Anthropology,Prospective students,Y,4:58,LIMITS ON TRANSFER UNITS: Transfer students will be granted up to70 semester/ 105 quarter unitsof credit for lower-division coursework completed at any institution (or combination of institutions).,10.23,18.5,14,1,27,0.5574,0.0
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,UC San Diego,Anthropology,Prospective students,Y,4:58,"For units beyond the maximum, subject credit for appropriate coursework will be granted and may be used to satisfy requirements:",42.72,12.3,8,1,20,0.765,0.16666666666666669
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,UC San Diego,Anthropology,Prospective students,Y,4:58,UC San Diego accepts transfer students at the junior (third year) level only.,66.74,7.2,3,1,13,0.3182,0.0
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,UC San Diego,Anthropology,Prospective students,Y,4:58,A transfer applicant may be considered in senior standing if they have completed:,49.82,9.5,6,1,13,0.0,0.0
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,UC San Diego,Anthropology,Prospective students,Y,4:58,"If you have questions about the number of transferrable units, please call the Office of Admissions at 858-534-4831.",78.59,6.8,3,1,18,0.3818,0.0
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,UC San Diego,Anthropology,Prospective students,Y,4:58,UC Summer Session + Online Learning Courses,48.47,8.0,4,1,6,0.0,0.0
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,UC San Diego,Anthropology,Prospective students,Y,4:58,"If you are a current UCSD student, you can enroll in a class at another UC campus without additional fees or applying for admission (during the academic year), subject to available space and campus approval. This process is known as""simultaneous enrollment.""",42.21,12.5,12,2,41,0.4767,0.05833333333333334
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,UC San Diego,Anthropology,Prospective students,Y,4:58,"University of California (UC)Cross-Campus Enrollmentoffers exceptional, flexible and innovative online learning.",-58.14,24.1,9,1,11,0.5859,0.5833333333333333
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,UC San Diego,Anthropology,Prospective students,Y,4:58,Cross-Campus Enrollment Information for UC San Diego Anthropology students:,3.12,15.1,5,1,9,0.0,0.0
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,UC San Diego,Anthropology,Prospective students,Y,4:58,You must:,120.21,-3.1,0,1,2,0.0,0.0
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,UC San Diego,Anthropology,Prospective students,Y,4:58,Undergraduate Program,-91.3,26.5,2,1,2,0.0,0.0
https://anthropology.ucsd.edu/undergraduate-studies/prospective-transfer-students.html,UC San Diego,Anthropology,Prospective students,Y,4:58,"UC San Diego 9500 Gilman Dr. La Jolla, CA 92093 (858) 534-2230Copyright ©2024Regents of the University of California.
        All rights reserved.",72.83,4.8,6,3,21,0.0,0.0
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,UC San Diego,Astronomy and Astrophysics,Prospective students,Y,2:49,Incoming Students,-6.7,14.7,2,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,UC San Diego,Astronomy and Astrophysics,Prospective students,Y,2:49,Welcome to A&A!,93.81,0.9,0,1,3,0.5093,1.0
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,UC San Diego,Astronomy and Astrophysics,Prospective students,Y,2:49,"Welcome to the Department of Astronomy and Astrophysics at the University of California, San Diego! The major and minor programs in Astronomy and Astrophysics (A&A) are open to all students interested in pursuing a STEM degree with a focus on astrophysical sciences, and the majors are not capped. Sample course plans for both freshmen and transfer students are available on our website.",42.0,12.5,19,3,62,0.7177,0.27708333333333335
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,UC San Diego,Astronomy and Astrophysics,Prospective students,Y,2:49,Orientations & Campus Events,9.21,12.7,2,1,3,0.0,0.0
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,UC San Diego,Astronomy and Astrophysics,Prospective students,Y,2:49,The A&A department hosts remote and in-person orientation and informational sessions throughout the year. Please clickhereto join theA&A mailing listfor future updates and announcements.,33.92,11.5,12,2,24,0.5423,-0.05
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,UC San Diego,Astronomy and Astrophysics,Prospective students,Y,2:49,"Looking for more information now?If you are interested in learning more about the program now, you can view a video recording of our Spring 2024 continuing students information session by clickinghere,and the Powerpoint slides from this presentationhere.",44.24,11.7,11,2,37,0.4019,0.4166666666666667
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,UC San Diego,Astronomy and Astrophysics,Prospective students,Y,2:49,Upcoming Events:,35.61,8.8,1,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,UC San Diego,Astronomy and Astrophysics,Prospective students,Y,2:49,Past Events:,120.21,-3.1,0,1,2,0.0,-0.25
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,UC San Diego,Astronomy and Astrophysics,Prospective students,Y,2:49,Undergraduate Program,-91.3,26.5,2,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,UC San Diego,Astronomy and Astrophysics,Prospective students,Y,2:49,"UC San Diego 9500 Gilman Dr. La Jolla, CA 92093 (858) 534-2230Copyright ©2025Regents of the University of California.
        All rights reserved.",72.83,4.8,6,3,21,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,Academic Advising,-49.0,20.6,2,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,A&A Advisors,35.61,8.8,1,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,"The Student Affair Advisors are available to assist you with astronomy & astrophysics major and minor requirements, degree audits, academic policies and procedures, research information, course planning, and other astrophysics-programmatic questions. We're also here to connect you to a variety of campus facilities & resources such as the career center, community centers, disability services, teaching and learning commons, study abroad, and more.",7.19,19.7,31,2,60,0.0,0.0859375
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,Policies and Deadlines,59.97,5.6,2,1,3,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,General Departmental Policies:,-50.02,21.0,2,1,3,0.0,0.05000000000000002
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,"All courses follow the UC San DiegoAcademic Regulation & Policies. We recommend all students familarize themselves with the UC San Diego grading policies. Each quarter you should be aware of the drop/add/withdrawal deadlines, seeEnrollment Calendar.",43.09,10.1,12,3,34,0.3612,0.25
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,Waitlists:Classes can be wait-listed until 4:30 p.m. on Thursday of the 2nd full week of classes. You can useWebRegto join a waitlist for a course of section.,79.26,4.4,6,3,27,0.296,0.175
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,Grade and Major Policies:,75.88,3.7,1,1,4,0.0,0.0625
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,P/NP Grading Option:Not allowed for any courses applied to the major (the exceptions are courses completed via AP/IB/A-Level and a single four-unit ASTR 199/199H that may only be applied as an upper-division restricted elective).,28.51,17.7,11,1,34,-0.3818,-0.0029761904761904747
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,Grades and GPA:A grade point average of 2.0 or higher in the upper-division major program is required for graduation. Students must receive a grade of C– or better in any course to be counted toward fulfillment of the major requirements.,57.98,8.5,10,3,40,0.4404,0.145
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,Substitutions and Exceptions:Permissible only by approved petition to the department. Please see thePetitionpage on how to request specfic waivers.,19.53,12.9,9,2,19,0.6249,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,Current UC San Diego Students,83.32,2.9,2,1,5,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,Communication,-217.19,43.8,1,1,1,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,"For current UC San Diego students, please use theVirtual Advising Center (VAC)as your primary comminication method for inquiries. The VAC is a great way to contact an Student Affairs' advisor for quick questions and general check-ins for academic progress.Questions submitted via VAC typically receive a response within 1-3 business days.Please do not email us questions, all inquiriesmust besubmitted and answered through the VAC.",46.98,10.6,20,4,63,0.7506,0.16458333333333333
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,Schedule an Appointment,34.59,9.2,2,1,3,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,"If you would like toschedule an advising appointmentwith an A&A Student Affair's advisor, please send a message via the VAC with three dates and times you are available to set up a 30-minute appointment.Zoom appointments should be used to discuss more in-depth questions, career and major exploration, and long-term academic (quarter-by-quarter) planning. Advisors will work with students to schedule a Zoom meeting during a time when they and the student are both available.",55.27,11.6,18,3,73,0.6908,0.2725
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,Course Planning,77.91,2.9,1,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,Course Planning,77.91,2.9,1,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,"Academic Advisors can assist students in developing an academic plan toward timely graduation, completing prerequisites for graduate school or a specialized program, and/or prepare for entering the workforce.",0.76,20.1,14,1,28,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,"We recommend that each students sketches out a quarter-by-quarter course plan (2-year or 4-year), then meet with both an A&A Academic Advisor and College Academic Advisor for review and approval.",41.03,15.0,6,1,30,0.6808,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,"To get started making your own long-term academic plan, you can use the onlineDegree Planneror download the universityquarter by quarter planning sheet.",49.15,11.9,7,1,22,0.0,0.3
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,You can then refer to sample plans onplans.ucsd.eduand current course offerings on A&A'swebsiteto guide where to place your classes in the current academic year.,50.84,9.2,9,2,24,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,Academic Advisors in A&A and College Academic Advisors (seeCampus Advising) will aid you in your course planning and degree design.A&A advisors work in partnership with College Academic Advisors in guiding you to successful degree completion.,28.33,13.7,11,2,35,0.5859,0.1875
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,Please reach out to your College for more information on Academic Planning.,59.3,8.0,3,1,12,0.34,0.25
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,Requesting a Double Major,33.58,9.6,1,1,4,0.0,0.03125
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,Requesting a Double Major,33.58,9.6,1,1,4,0.0,0.03125
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,"There are procedures that must be followed when applying to double major, and there is a relatively short window of time in a student’s progression of coursework during which declaring a double major at UC San Diego is normally permitted. When you double major, you complete all requirements for two UC San Diego undergraduate majors.",43.56,14.0,14,2,55,0.0,0.04861111111111111
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,"The A&A departmentfollow campus policity, and you must Petition to have a double major considered by the A&A Department. If you are intersted in completing a double major please follow the instructions on the University'sHow to Declare A Double Majorpagethoroughly, as well as see theA&A Petitionpage under University Exceptions.",21.23,16.4,15,2,49,0.5267,0.025
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,Prospective Students,35.61,8.8,2,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,Applicable to Non-UCSD Students,33.58,9.6,2,1,4,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,"If you are not a UC San Diego student, you may email inquiries toastro-advising@ucsd.edu. We recommend learning more about the A&A undergraduate program via the webpage, as well as attending orientation events, please seeIncoming Studentsfor more information.",35.78,12.9,14,2,37,0.7096,0.5
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,Undergraduate Program,-91.3,26.5,2,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,UC San Diego,Astronomy and Astrophysics,Advising,Y,2:49,"UC San Diego 9500 Gilman Dr. La Jolla, CA 92093 (858) 534-2230Copyright ©2025Regents of the University of California.
        All rights reserved.",72.83,4.8,6,3,21,0.0,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,Research Opportunties,-49.0,20.6,2,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,"The Astronomy & Astrophysics Department supports a wide variety of undergraduate research opportunities.  Researchers in the department work in a number of exciting fields, including star formation and evolution, the structure and evolution of galaxies, stellar and supermassive black holes, exoplanets, cosmology, and astronomical instrumentation.",-1.63,19.0,20,2,44,0.8225,0.07083333333333333
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,"Special Studies courses allow students to earn units for special readings, research, and related writing and presentations. Research can be supported via course credit in ASTR 99, 99H (for Regents Scholars), 199, and 199H (for students in the honors program).  There are additional opportunities for funded research, especially during the summer.  Below we provide information on research opportunities in the department.",39.03,11.6,22,4,61,0.9565,0.17857142857142858
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,Latest Presentation Slides:,9.21,12.7,2,1,3,0.0,0.5
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,"Fall 2024:""How to Get a Summer Research Position""",71.82,5.2,2,1,8,0.0,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,Special Studies Courses,34.59,9.2,3,1,3,0.4019,0.35714285714285715
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,ALL STUDENTS: Please read and refer tothis documentwhen requesting a Special Studies course.,41.36,10.7,7,1,13,0.6124,0.35714285714285715
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,Undergraduate students may request to enroll in a Special Studies course under the supervision of a faculty advisor. Students are encouraged to initiate contact with faculty in their interested area of research to see if they would be willing to act as an advisor for their reading or research project. You can see a list of research areas and who the lead faculty are for each onehere.,48.84,12.0,15,3,67,0.7845,0.28571428571428575
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,"Pleasesign up for Special Studies courses term by term onlyafteryou and a faculty member have discussed all of the details about the project.If approved, these students will then make a Special Studies request in the Enrollment Authorization System (EASy) for their faculty advisor to review and approve.",47.62,12.5,16,2,47,0.802,0.3825396825396825
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,"98s, 99s",120.21,-3.1,0,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,199sare intended for students who are looking to do an undergraduate reading or research project with a faculty member in a particular area of study and would like to earn academic credit for this work:,44.41,15.8,9,1,35,0.6249,0.08333333333333333
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,199Hs,121.22,-3.5,0,1,1,0.0,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,"Special Studies 98, 99, 198, 199, and 199H courses are not included in the campus’ 25% limit of P/NP coursework. When checking to make sure that no more than 25% of your UCSD courses were taken for P/NP credit, do not include any of your 98s, 99s, 199s, or 199Hs.",71.48,9.5,10,2,50,0.6597,0.2023809523809524
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,Graduate Courses,-6.7,14.7,2,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,Undergraduate students may enroll in graduate level courses with the consent of the instructor. We recommend that this consent only be given to exceptional undergraduate students who have shown mastery of their undergraduate coursework.,28.84,13.5,11,2,34,0.6486,0.3333333333333333
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,Undergraduate students requesting to enroll in graduate level courses must use the Enrollment Authorization System (EASy).,12.94,15.4,9,1,16,0.0,0.43333333333333335
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,These requests may be placed on hold until Astronomy PhD students have first had an opportunity to enroll in their core graduate coursework.,48.13,12.3,7,1,23,0.4215,0.25
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,Honors Program,35.61,8.8,2,1,2,0.5106,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,The Department of Astronomy and Astrophysics offers an honors program to those students who have demonstrated excellence in either of the majors. Students may receive departmental honors if they complete the following in addition to their major requirements:,35.27,13.1,14,2,38,0.8934,0.065625
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,Instructions for how to apply for honors are coming soon!,69.79,6.0,3,1,10,0.5562,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,The Dean’s Summer Research Awards,83.32,2.9,1,1,5,0.4588,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,The UC San Diego STARS Program,99.23,0.9,1,1,6,0.0,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,Researchers in Astronomy & Astrophysics participate in the Summer Training Academy for Research Success (STARS) program.  More information can be found at thislink.,34.93,11.1,11,2,22,0.5719,0.4
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,Undergraduate Program,-91.3,26.5,2,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,UC San Diego,Astronomy and Astrophysics,Undergraduate Research,Y,2:49,"UC San Diego 9500 Gilman Dr. La Jolla, CA 92093 (858) 534-2230Copyright ©2025Regents of the University of California.
        All rights reserved.",72.83,4.8,6,3,21,0.0,0.0
https://be.ucsd.edu/undergrad/prospective-students,UC San Diego,Bioengineering,Prospective students,Y,2:45,outreach,36.62,8.4,1,1,1,0.2732,0.0
https://be.ucsd.edu/undergrad/prospective-students,UC San Diego,Bioengineering,Prospective students,Y,2:45,Main menu,120.21,-3.1,0,1,2,0.0,0.16666666666666666
https://be.ucsd.edu/undergrad/prospective-students,UC San Diego,Bioengineering,Prospective students,Y,2:45,Search,121.22,-3.5,0,1,1,0.0,0.0
https://be.ucsd.edu/undergrad/prospective-students,UC San Diego,Bioengineering,Prospective students,Y,2:45,Undergraduate,-217.19,43.8,1,1,1,0.0,0.0
https://be.ucsd.edu/undergrad/prospective-students,UC San Diego,Bioengineering,Prospective students,Y,2:45,Prospective Students,35.61,8.8,2,1,2,0.0,0.0
https://be.ucsd.edu/undergrad/prospective-students,UC San Diego,Bioengineering,Prospective students,Y,2:45,FRESHMAN APPLICANTS,-6.7,14.7,2,1,2,0.0,0.0
https://be.ucsd.edu/undergrad/prospective-students,UC San Diego,Bioengineering,Prospective students,Y,2:45,Welcome to the undergraduate educational programs of the UC San Diego Department of Bioengineering!,14.97,14.7,5,1,14,0.5093,0.55625
https://be.ucsd.edu/undergrad/prospective-students,UC San Diego,Bioengineering,Prospective students,Y,2:45,"Since 1966, UC San Diego has offered an undergraduate major in Bioengineering. Over the past fifty years, UC San Diego Bioengineering has established a reputation of innovation and excellence in education; the Department of Bioengineering has ranked among the top five programs in the nation every year for over 20 years for biomedical/bioengineering according to theUS News and World Report Ranking of Best Engineering Schools.",30.03,17.1,15,2,65,0.9136,0.328125
https://be.ucsd.edu/undergrad/prospective-students,UC San Diego,Bioengineering,Prospective students,Y,2:45,"Bioengineering is an interdisciplinary field in which the principles and tools of mechanical, materials, electrical, and chemical engineering are applied to biomedical and biological problems. Bioengineering plays an important role in medicine in projects that range from basic research in physiology to advances in biotechnology and the improvement of health care delivery in the clinic. By its very nature, bioengineering is broad and requires a foundation in mathematics as well as in the physical, chemical, and biological sciences.",19.71,17.0,26,3,78,0.8126,0.1325
https://be.ucsd.edu/undergrad/prospective-students,UC San Diego,Bioengineering,Prospective students,Y,2:45,"Initiatives are open to all eligible members of the UC San Diego campus community and does not discriminate against, or grant preferential treatment to, any individual or group on the basis of race, color, national origin, religion, sex, disability, and/or other protected categories.",2.45,23.6,16,1,43,0.6597,-0.041666666666666664
https://be.ucsd.edu/undergrad/prospective-students,UC San Diego,Bioengineering,Prospective students,Y,2:45,ADMISSIONS,-47.99,20.2,1,1,1,0.0,0.0
https://be.ucsd.edu/undergrad/prospective-students,UC San Diego,Bioengineering,Prospective students,Y,2:45,University Admissions,-91.3,26.5,2,1,2,0.0,0.0
https://be.ucsd.edu/undergrad/prospective-students,UC San Diego,Bioengineering,Prospective students,Y,2:45,"For information on university freshman admissions requirements, please review the information listedHERE.",-8.39,17.4,6,1,12,0.3182,0.0
https://be.ucsd.edu/undergrad/prospective-students,UC San Diego,Bioengineering,Prospective students,Y,2:45,Department Admissions,-49.0,20.6,2,1,2,0.0,0.0
https://be.ucsd.edu/undergrad/prospective-students,UC San Diego,Bioengineering,Prospective students,Y,2:45,"For information on admissions into one of the four majors offered by our department, we recommend that you first review the difference between our majors listed below.",35.61,15.0,7,1,27,0.3612,0.25
