URL,Website_Type,STEM,Department,Time_to_Scrape,Text Chunk,Flesch Reading Ease,Flesch-Kincaid Grade Level,Difficult Words,Total Number of Sentences,Total Number of Words,VADER Sentiment Score,TextBlob Sentiment Score
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,Please emailanthrophd@ucsd.edufor more information.,-76.41,24.9,3,1,4,0.3182,0.5
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,Study Abroad Advising,59.97,5.6,1,1,3,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,1. VisitFirst Stepsto get started.,49.48,7.6,3,1,5,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,2. Schedule an appointment with Global Health Study Abroad Advisors in theStudy Abroad UC San Diego Office.,62.68,8.7,5,1,17,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,3.The Department of Anthropology offers field schools and Global Seminars that students may participate in to fulfill  degree requirements.  Please follow thelinkfor more information.,25.46,12.7,12,2,24,0.6369,0.19999999999999998
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,Other UC San Diego Offices,83.32,2.9,1,1,5,0.0,-0.125
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,For clearance to enroll in a class,89.75,2.5,2,1,7,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,Please submit aCourse Pre-Auth Request.,83.32,2.9,2,1,5,0.3182,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,Directions,-47.99,20.2,1,1,1,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,Location:,-47.99,20.2,1,1,1,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,We're located in Eleanor Roosevelt College in the Social Science Building. Our administrative offices are located on the second floor in theAnthropology Administration Office.,25.46,12.7,8,2,24,0.0,0.016666666666666666
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,Directions:,-47.99,20.2,1,1,1,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,Degree Checks,77.91,2.9,1,1,2,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,Frequently Asked Questions,34.59,9.2,2,1,3,0.0,0.1
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,"To see which classes you still have remaining, please view yourdegree audit, a tool inTritonLinkthat lists degree requirements and measures progress toward completing them. Review our ""How to Read Your Degree Audit"" guide for more information.",53.21,10.3,10,2,36,0.6249,0.5
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,For additional information seeDeclare a Double Majoron Blink.,21.06,12.3,4,1,8,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,Notes:,121.22,-3.5,0,1,1,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,* All lower division courses can count towards both majors.,53.88,8.0,4,1,9,-0.296,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,* 10 upper division courses must be unique to each major.,69.79,6.0,2,1,10,0.0,0.14583333333333334
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,"* You can overlap upper division courses if each major has 10 unique courses. (e.g. if art history and anthropology each have 12 upper division requirements, you can overlap 2 courses, since you would still have 10 unique upper division courses for each major)",49.65,11.7,5,2,43,0.0,0.125
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,See more: Frequently Asked Questions,66.4,5.2,2,1,5,0.0,0.3
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,Contact Us,77.91,2.9,1,1,2,0.0,0.0
https://anthropology.ucsd.edu/about-us/contact/advising-hours.html,Advising,Y,Anthropology,4:58,"UC San Diego 9500 Gilman Dr. La Jolla, CA 92093 (858) 534-2230Copyright ©2024Regents of the University of California.
        All rights reserved.",72.83,4.8,6,3,21,0.0,0.0
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,Undergraduate Research,Y,Anthropology,4:58,Incoming Students,-6.7,14.7,2,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,Undergraduate Research,Y,Anthropology,4:58,Welcome to A&A!,93.81,0.9,0,1,3,0.5093,1.0
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,Undergraduate Research,Y,Anthropology,4:58,"Welcome to the Department of Astronomy and Astrophysics at the University of California, San Diego! The major and minor programs in Astronomy and Astrophysics (A&A) are open to all students interested in pursuing a STEM degree with a focus on astrophysical sciences, and the majors are not capped. Sample course plans for both freshmen and transfer students are available on our website.",42.0,12.5,19,3,62,0.7177,0.27708333333333335
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,Undergraduate Research,Y,Anthropology,4:58,Orientations & Campus Events,9.21,12.7,2,1,3,0.0,0.0
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,Undergraduate Research,Y,Anthropology,4:58,The A&A department hosts remote and in-person orientation and informational sessions throughout the year. Please clickhereto join theA&A mailing listfor future updates and announcements.,33.92,11.5,12,2,24,0.5423,-0.05
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,Undergraduate Research,Y,Anthropology,4:58,"Looking for more information now?If you are interested in learning more about the program now, you can view a video recording of our Spring 2024 continuing students information session by clickinghere,and the Powerpoint slides from this presentationhere.",44.24,11.7,11,2,37,0.4019,0.4166666666666667
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,Undergraduate Research,Y,Anthropology,4:58,Upcoming Events:,35.61,8.8,1,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,Undergraduate Research,Y,Anthropology,4:58,Past Events:,120.21,-3.1,0,1,2,0.0,-0.25
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,Undergraduate Research,Y,Anthropology,4:58,Undergraduate Program,-91.3,26.5,2,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/incoming-students/index.html,Undergraduate Research,Y,Anthropology,4:58,"UC San Diego 9500 Gilman Dr. La Jolla, CA 92093 (858) 534-2230Copyright ©2025Regents of the University of California.
        All rights reserved.",72.83,4.8,6,3,21,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,Academic Advising,-49.0,20.6,2,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,A&A Advisors,35.61,8.8,1,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,"The Student Affair Advisors are available to assist you with astronomy & astrophysics major and minor requirements, degree audits, academic policies and procedures, research information, course planning, and other astrophysics-programmatic questions. We're also here to connect you to a variety of campus facilities & resources such as the career center, community centers, disability services, teaching and learning commons, study abroad, and more.",7.19,19.7,31,2,60,0.0,0.0859375
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,Policies and Deadlines,59.97,5.6,2,1,3,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,General Departmental Policies:,-50.02,21.0,2,1,3,0.0,0.05000000000000002
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,"All courses follow the UC San DiegoAcademic Regulation & Policies. We recommend all students familarize themselves with the UC San Diego grading policies. Each quarter you should be aware of the drop/add/withdrawal deadlines, seeEnrollment Calendar.",43.09,10.1,12,3,34,0.3612,0.25
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,Waitlists:Classes can be wait-listed until 4:30 p.m. on Thursday of the 2nd full week of classes. You can useWebRegto join a waitlist for a course of section.,79.26,4.4,6,3,27,0.296,0.175
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,Grade and Major Policies:,75.88,3.7,1,1,4,0.0,0.0625
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,P/NP Grading Option:Not allowed for any courses applied to the major (the exceptions are courses completed via AP/IB/A-Level and a single four-unit ASTR 199/199H that may only be applied as an upper-division restricted elective).,28.51,17.7,11,1,34,-0.3818,-0.0029761904761904747
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,Grades and GPA:A grade point average of 2.0 or higher in the upper-division major program is required for graduation. Students must receive a grade of C– or better in any course to be counted toward fulfillment of the major requirements.,57.98,8.5,10,3,40,0.4404,0.145
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,Substitutions and Exceptions:Permissible only by approved petition to the department. Please see thePetitionpage on how to request specfic waivers.,19.53,12.9,9,2,19,0.6249,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,Current UC San Diego Students,83.32,2.9,2,1,5,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,Communication,-217.19,43.8,1,1,1,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,"For current UC San Diego students, please use theVirtual Advising Center (VAC)as your primary comminication method for inquiries. The VAC is a great way to contact an Student Affairs' advisor for quick questions and general check-ins for academic progress.Questions submitted via VAC typically receive a response within 1-3 business days.Please do not email us questions, all inquiriesmust besubmitted and answered through the VAC.",46.98,10.6,20,4,63,0.7506,0.16458333333333333
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,Schedule an Appointment,34.59,9.2,2,1,3,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,"If you would like toschedule an advising appointmentwith an A&A Student Affair's advisor, please send a message via the VAC with three dates and times you are available to set up a 30-minute appointment.Zoom appointments should be used to discuss more in-depth questions, career and major exploration, and long-term academic (quarter-by-quarter) planning. Advisors will work with students to schedule a Zoom meeting during a time when they and the student are both available.",55.27,11.6,18,3,73,0.6908,0.2725
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,Course Planning,77.91,2.9,1,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,Course Planning,77.91,2.9,1,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,"Academic Advisors can assist students in developing an academic plan toward timely graduation, completing prerequisites for graduate school or a specialized program, and/or prepare for entering the workforce.",0.76,20.1,14,1,28,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,"We recommend that each students sketches out a quarter-by-quarter course plan (2-year or 4-year), then meet with both an A&A Academic Advisor and College Academic Advisor for review and approval.",41.03,15.0,6,1,30,0.6808,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,"To get started making your own long-term academic plan, you can use the onlineDegree Planneror download the universityquarter by quarter planning sheet.",49.15,11.9,7,1,22,0.0,0.3
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,You can then refer to sample plans onplans.ucsd.eduand current course offerings on A&A'swebsiteto guide where to place your classes in the current academic year.,50.84,9.2,9,2,24,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,Academic Advisors in A&A and College Academic Advisors (seeCampus Advising) will aid you in your course planning and degree design.A&A advisors work in partnership with College Academic Advisors in guiding you to successful degree completion.,28.33,13.7,11,2,35,0.5859,0.1875
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,Please reach out to your College for more information on Academic Planning.,59.3,8.0,3,1,12,0.34,0.25
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,Requesting a Double Major,33.58,9.6,1,1,4,0.0,0.03125
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,Requesting a Double Major,33.58,9.6,1,1,4,0.0,0.03125
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,"There are procedures that must be followed when applying to double major, and there is a relatively short window of time in a student’s progression of coursework during which declaring a double major at UC San Diego is normally permitted. When you double major, you complete all requirements for two UC San Diego undergraduate majors.",43.56,14.0,14,2,55,0.0,0.04861111111111111
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,"The A&A departmentfollow campus policity, and you must Petition to have a double major considered by the A&A Department. If you are intersted in completing a double major please follow the instructions on the University'sHow to Declare A Double Majorpagethoroughly, as well as see theA&A Petitionpage under University Exceptions.",21.23,16.4,15,2,49,0.5267,0.025
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,Prospective Students,35.61,8.8,2,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,Applicable to Non-UCSD Students,33.58,9.6,2,1,4,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,"If you are not a UC San Diego student, you may email inquiries toastro-advising@ucsd.edu. We recommend learning more about the A&A undergraduate program via the webpage, as well as attending orientation events, please seeIncoming Studentsfor more information.",35.78,12.9,14,2,37,0.7096,0.5
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,Undergraduate Program,-91.3,26.5,2,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/academic-advising/index.html,Prospective students,Y,Astronomy and Astrophysics,2:49,"UC San Diego 9500 Gilman Dr. La Jolla, CA 92093 (858) 534-2230Copyright ©2025Regents of the University of California.
        All rights reserved.",72.83,4.8,6,3,21,0.0,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,Research Opportunties,-49.0,20.6,2,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,"The Astronomy & Astrophysics Department supports a wide variety of undergraduate research opportunities.  Researchers in the department work in a number of exciting fields, including star formation and evolution, the structure and evolution of galaxies, stellar and supermassive black holes, exoplanets, cosmology, and astronomical instrumentation.",-1.63,19.0,20,2,44,0.8225,0.07083333333333333
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,"Special Studies courses allow students to earn units for special readings, research, and related writing and presentations. Research can be supported via course credit in ASTR 99, 99H (for Regents Scholars), 199, and 199H (for students in the honors program).  There are additional opportunities for funded research, especially during the summer.  Below we provide information on research opportunities in the department.",39.03,11.6,22,4,61,0.9565,0.17857142857142858
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,Latest Presentation Slides:,9.21,12.7,2,1,3,0.0,0.5
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,"Fall 2024:""How to Get a Summer Research Position""",71.82,5.2,2,1,8,0.0,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,Special Studies Courses,34.59,9.2,3,1,3,0.4019,0.35714285714285715
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,ALL STUDENTS: Please read and refer tothis documentwhen requesting a Special Studies course.,41.36,10.7,7,1,13,0.6124,0.35714285714285715
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,Undergraduate students may request to enroll in a Special Studies course under the supervision of a faculty advisor. Students are encouraged to initiate contact with faculty in their interested area of research to see if they would be willing to act as an advisor for their reading or research project. You can see a list of research areas and who the lead faculty are for each onehere.,48.84,12.0,15,3,67,0.7845,0.28571428571428575
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,"Pleasesign up for Special Studies courses term by term onlyafteryou and a faculty member have discussed all of the details about the project.If approved, these students will then make a Special Studies request in the Enrollment Authorization System (EASy) for their faculty advisor to review and approve.",47.62,12.5,16,2,47,0.802,0.3825396825396825
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,"98s, 99s",120.21,-3.1,0,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,199sare intended for students who are looking to do an undergraduate reading or research project with a faculty member in a particular area of study and would like to earn academic credit for this work:,44.41,15.8,9,1,35,0.6249,0.08333333333333333
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,199Hs,121.22,-3.5,0,1,1,0.0,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,"Special Studies 98, 99, 198, 199, and 199H courses are not included in the campus’ 25% limit of P/NP coursework. When checking to make sure that no more than 25% of your UCSD courses were taken for P/NP credit, do not include any of your 98s, 99s, 199s, or 199Hs.",71.48,9.5,10,2,50,0.6597,0.2023809523809524
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,Graduate Courses,-6.7,14.7,2,1,2,0.0,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,Undergraduate students may enroll in graduate level courses with the consent of the instructor. We recommend that this consent only be given to exceptional undergraduate students who have shown mastery of their undergraduate coursework.,28.84,13.5,11,2,34,0.6486,0.3333333333333333
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,Undergraduate students requesting to enroll in graduate level courses must use the Enrollment Authorization System (EASy).,12.94,15.4,9,1,16,0.0,0.43333333333333335
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,These requests may be placed on hold until Astronomy PhD students have first had an opportunity to enroll in their core graduate coursework.,48.13,12.3,7,1,23,0.4215,0.25
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,Honors Program,35.61,8.8,2,1,2,0.5106,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,The Department of Astronomy and Astrophysics offers an honors program to those students who have demonstrated excellence in either of the majors. Students may receive departmental honors if they complete the following in addition to their major requirements:,35.27,13.1,14,2,38,0.8934,0.065625
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,Instructions for how to apply for honors are coming soon!,69.79,6.0,3,1,10,0.5562,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,The Dean’s Summer Research Awards,83.32,2.9,1,1,5,0.4588,0.0
https://astro.ucsd.edu/undergraduate/research-opportunities/index.html,Advising,Y,Astronomy and Astrophysics,2:49,The UC San Diego STARS Program,99.23,0.9,1,1,6,0.0,0.0
