URL,Institution,Department,Website_Type,STEM,Time_to_Scrape,Text Chunk,Flesch Reading Ease,Flesch-Kincaid Grade Level,Difficult Words,Total Number of Sentences,Total Number of Words,VADER Sentiment Score,TextBlob Sentiment Score
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Hello all! BEEPS is excited to announce that we will be hosting a graduate student panel on Monday, March 13th from 7:30-8:30 PM in Dwinelle 183. Our confirmed panelists include:Ishana Ratan, a PhD candidate in the Political Science Department at UC Berkeley, and a Project Director at the Berkeley APEC Study Center. Her research centers upon the international political economy of renewable energy Leila Safavi, a PhD candidate for the department of Agricultural and Resource Economics and graduate student researcher at the Energy Institute at Haas School of Business. Tiana Wilson-Blindman, a JD Candidate at Berkeley law and Environmental Justice Consultant for Ecology Law Quarterly. Kevin Ong, an MBA Candidate and Environmental Specialist at Recology.   We will also be having pizza outside of Dwinelle starting from 7:15! Join us to find out more about the various graduate degrees/pathways you can pursue as an EEP student. We hope to see you all there!",43.73,11.9,41,8,152,0.9322,0.10681818181818183
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,BEEPS Fall 2022,119.19,-2.7,0,1,3,0.0,0.0
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"On November 14th, BEEPS will be hosting a networking event, where we will be inviting EEP alumni, graduate students, and other professionals to talk about their experience working and researching in the environmental sector, and their pathways post-grad EEP. Some of the speakers we’ve confirmed include Michael Quiroz (energy analytics at EBCE), Kipper Berven (environmental law at Harvard), Joel Ferguson (ARE at Berkeley), Maria Otero (senior portfolio analyst at Sunpower), Sarah Xu (policy associate at Brightline Defense), Ines Robo (analyst at Cornerstone Research), and Madeleine Wong (Customer success at Higg).  Want to learn more about the different career pathways after EEP? Join us for our ‘Networking with BEEPS!’ event hosted by BEEPS (Berkeley Environmental Economics and Policy Students) on November 14th from 7-8:30 PST. We will be inviting EEP alumni, graduate students, and other professionals to talk about their experience working and researching in the environmental sector, and their pathways post-grad EEP. We'll have speakers from backgrounds such as consulting, non-profit, energy policy, environmental law, and environmental economics research. You’ll have the opportunity to network with our speakers 1:1 in breakout rooms!  BEEPS is a student organization that aims to provide resources, events, and professional development support for students who are interested in the Environmental Economics and Policy major.",31.01,14.7,50,9,209,0.9622,0.13625
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"To join us, please RSVP athttps://forms.gle/w8AASEXGotUuczjy6. After you submit this form, we will email you a google calendar invite with the zoom link. We hope to see you there!",78.55,4.7,2,3,29,0.807,0.0
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"BEEPS Speaker Series, Spring 2022",83.32,2.9,1,1,5,0.0,0.0
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Come network with EEP faculty and learn more about the environmental economics field! We’re excited to have Professor Max Auffhammer at our next in-person event! Professor Auffhammer is a professor in the Department of Agricultural and Resources and is a George Pardee Jr. Professor of International Sustainable Development.His researchfocuses on environmental and resource economics, energy economics, and applied econometrics. In addition to teaching EEP C1, he is a Research Associate at the National Bureau of Economic Research in the Energy and Environmental Economics group, a Humboldt Foundation Fellow, and a lead author for the Intergovernmental Panel on Climate Change (IPCC). He will be talking about past and recent publications, and discuss tips on how to enter research and explore EEP as an undergrad. There will be a chance to chat and ask questions at the event! This event will be held on Monday, April 4, 7-8PM in-person in Dwinelle 187. All students are welcome to attend!",47.18,10.6,37,10,156,0.7696,0.24375
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Interested in empirical research? Want to learn more from our EEP faculty? Professor Sofia Villas-Boas is a Professor in the Department of Agricultural and Resources who is currently teaching EEP C118 (Introductory Applied Econometrics). Her research interests lie in industrial organization, consumer behavior, food policy, and environmental regulation. Her recent work estimates the effects of policies on consumer behavior, such as a bottled water tax, a plastic bag ban, and a soda tax campaign and its implementation. She will also be presenting on past publications (which you can accesshere), and discussing tips on how to apply econometric analysis into your research. There will be a Q&A session at the end! This event will be held on Monday, March 7, 7-8PM on Zoom. All students are welcome to attend!",48.6,10.0,38,9,128,0.6535,0.1921875
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,BEEPS Alumni Talk Series Spring 2022,90.77,2.1,2,1,6,0.0,0.0
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Interested in entering the environmental policy field? Recent EEP grad (and former BEEPS organizer!!) Sarah Xu will be speaking at our first external event next Monday (2/7) 7-8PM on Zoom! Sarah is a policy associate at Brightline Defense working on environmental and local issues. Some of Sarah’s projects include planning for California’s offshore wind future and data analysis for the Brightline Air Quality Monitoring Program. She has worked at Brightline Defense previously as a Summer 2020 Policy Fellow. If you are interested in learning more about Sarah's EEP pathway and post-grad work,you can attend the event here.",48.91,9.9,26,7,97,0.8061,0.0984848484848485
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,BEEPS Career Serries - Fall 2021,83.32,2.9,2,1,5,0.0,0.0
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Interested in energy and public policy, clean energy, and/or public service? UC Berkeley and Duke alum, Igor Tregub, is currently a senior policy advisor at California Solar and Storage Association, and a committee member for Clean Energy for Biden North California. He’ll talk about his career pathway and how you can apply your EEP knowledge in the energy and public policy field! This event will be on Monday (11/15) 8-9PM (in-person) at Dwinelle 182! We’ll have a Q&A session at the end of the event! All UC Berkeley students are invited to attend! Here is also the link to the Facebook event.",56.66,9.0,20,7,102,0.8949,0.14047619047619048
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,BEEPS Graduate Student Series - Fall 2021,56.93,6.8,3,1,6,0.0,0.0
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Interested in development economics, sustainable development, and/or how to enter graduate school in EEP? Joel Ferguson, PhD Candidate from UC Berkeley’s Agricultural and Resource Economics (ARE) Graduate Program will talk about his pathway to ARE, doing research in development economics and economic geography, and some tips for how you can apply your EEP knowledge in graduate school! This event will be in-person on Monday (11/8) 8-9PM at Dwinelle 182! We’ll have a Q&A session at the end of the event! All UC Berkeley students are invited to attend!",53.61,10.2,20,5,88,-0.5216,0.369140625
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,EEP Alumni SERIES- Fall 2021,83.32,2.9,2,1,5,0.0,0.0
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,https://www.facebook.com/calbeeps/photos/gm.603686927680081/6223560611019071,-809.39,126.4,3,1,1,0.0,0.0
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,List of Previous EEP Seminar Series and EEP Alumni Series,52.87,8.4,4,1,10,0.0,-0.16666666666666666
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,EEP alumni Guest Speakers in EEP 118 Lectures - Spring 2021,86.71,3.7,3,1,10,0.0,0.0
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Guest Speakers always at 10:40 until end of each Lecture (11:00 am) as follows:Lecture 20 April 6: Renee Serota - Law School, how to prep honors thesisLecture 21 April 8: Tyler Jacobson, Research,  pre Doctoral applications, prep and what to expectLecture 22 April 13: Michael Colvin, Policy careersLecture 23 April 15: Sammy Gold, research and RD design paperLecture 24 April 20: Scott Kaplan, Graduate school, academia, undergrad courses to takeLecture 25 April 22 Alex Berry: Econ One - careers in Economics consultingLecture 26 April 27 Michelle Nacouzi - industry and venture capital careers",-19.88,38.4,28,1,90,0.5106,0.0
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"BEEPS is hosting an event on April 13 from 6-7pm with Ted Lamm and Katie Segal from the Center for Law, Energy & the Environment (CLEE) at Berkeley Law and was hoping if you could share it with the EEP students mailing list. Ted and Katie are going to share their research on Trump's environmental rollbacks, give an overview of CLEE, and talk about their paths to environmental law and policy careers. I have included the event description below and linked the Callink event here.""Title: CLEE Seminar Series: Environmental Rollbacks Project, Center for Law, Energy, & the Environment, and Environmental Law & Policy Careers .   Ted Lamm and Katie Segal will be joining BEEPS on April 13th to talk about their ongoing research project tracking the reversal of Trump Administration environmental rollbacks, overview of the Center for Law, Energy & the Environment (CLEE) at Berkeley Law, and environmental law and policy careers!",41.63,14.8,24,5,147,0.8955,-0.08125
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Ted Lamm is Senior Research Fellow in the Climate Program at CLEE. Ted’s research focuses on California climate change law and policy and the relationships between other areas of policy and the achievement of California’s climate change-related goals. His recent work has centered on climate change, insurance and financial risk; electrical grid decarbonization and resilience; and electric vehicles and transportation policy. Prior to joining CLEE, Ted practiced both environmental law and corporate law in New York City.  Katie Segal is a Climate & Ocean Research Fellow at the Center for Law, Energy & the Environment (CLEE). Her past work has focused on climate and energy policy and she is especially interested in U.S. state-level policy. Prior to joining the CLEE team, Katie worked at Harvard’s Belfer Center for Science & International Affairs as a research assistant for the Arctic Initiative, focusing on environmental issues facing the changing Arctic region.",33.34,13.8,42,7,146,0.7713,0.0051136363636363645
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,This presentation will be followed by a Q&A. All UC Berkeley students are invited to attend! This graduate student seminar series is put on by the UC Berkeley Rausser College of Natural Resources (RCNR) and the Berkeley Environmental Economics and Policy Students (BEEPS).Zoom link: https://berkeley.zoom.us/j/94762688512,43.09,10.1,16,4,45,0.4199,0.1
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"BEEPS is holding an event April 6 at 6pm. Don't know what you want to do when you graduate? Exploring different career opportunities? Come hear from CNR Alumni, Katie Lee and Emily Yan about their post-grad experiences and how they navigated their time at UC Berkeley to set themselves up for success!https://fb.me/e/3Hc7BCPih",66.74,7.2,12,4,52,0.5502,0.0
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"BEEPS is holding a seminar event next Tuesday, March 9 at 6-7PM with graduate student James Sayre. He'll be presenting his research, ""The Promise of Crop Substitution Programs: Make Avocados, Not Drugs.""The Facebook link ishttps://fb.me/e/X2bgjgDN.",51.14,9.0,10,3,35,0.3182,0.0
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Learn about ongoing research in environmental and agricultural economics with BEEPS!James Sayre, PhD Candidate in Agricultural and Resource Economics at UC Berkeley, will give a talk on their recent research (""The Promise of Crop Substitution Programs: Make Avocados, Not Drugs"") on crop substitution programs and their relation to illegal drug production.James' research interests are in international trade and development, and agriculture, and natural resources. James’ research combines novel sources of data (namely remote sensing methods and spatial tools) and quantitative modeling to answer applied questions like the feasibility of policies intended to lead rural farmers away from producing drugs.This presentation will be followed by a Q&A. All UC Berkeley students are invited to attend!",35.27,13.1,43,6,114,0.7639,-0.08333333333333333
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Join us Feb 9, 2021 at 6 pm PST to hear from EEP Alumni and former Peer Advising Leader at CNR , Kipper Berven on his path to water policy research and Harvard Law School!More information andRSVP can be found here:https://fb.me/e/1QwCDAVuh",59.64,9.9,10,2,40,0.3595,0.0
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Jan 26,  AT 6 PM PST    BEEPS Infosession and Meet & Greet:  Come meet other EEP students and hear what BEEPS is planning for this semester and how you can get involved! BEEPS is open to all years and all interested students at UC Berkeley!",74.53,8.3,6,2,44,0.6792,0.052083333333333336
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,https://fb.me/e/cULbatmoC,-217.19,43.8,1,1,1,0.0,0.0
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Interested in Finance?  TUE, NOV 17 AT 7 PM, Alumni Series: Elizabeth Guan, KPMG",64.37,6.0,5,2,14,0.4019,0.25
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Join us on November 17th from 7 to 8PM for another EEP Alumni Series. EEP Alumni Elizabeth Guan, a Tax Associate at KPMG, will give a short presentation on their career pathway followed by Q&A! All UC Berkeley students are invited to attend!",65.42,7.7,12,3,43,0.4184,0.0
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,Learn more about this event at:https://www.facebook.com/events/407280920431253,56.93,6.8,1,1,6,0.0,0.5
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Tuesday, November 10, 2020 at 7 PM PST – 8 PM PSTPublic · Hosted by Berkeley Environmental Economics and Policy Students - BEEPSOnline EventEva Lyubich, PhD Candidate in Economics at UC Berkeley and a Graduate Student Researcher at the Energy Institute at Haas, will give a talk on their recent research followed by a Q&A. All UC Berkeley students are invited to attend!Black households have higher residential energy expenditures than white households in the US. This residential energy expenditure gap persists after controlling for income, household size, home-owner status, and city of residence. It decreased but did not disappear between 2010 and 2017, and it is fairly stable in levels across the income distribution, except at the top. Controlling for home type or vintage does not eliminate the gap, but survey evidence on housing characteristics and available appliances is consistent with the gap being driven at least in part by differences in housing stock and related energy efficiency investments.This seminar series is put on by the UC Berkeley Rausser College of Natural Resources (RCNR) and the Berkeley Environmental Economics and Policy Students (BEEPS).RSVP for this event via CalLinkfor the Zoom Information!https://callink.berkeley.edu/event/6564959",30.7,14.8,57,8,188,0.9544,0.13636363636363635
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Zach Bleemer, PhD Candidate at UC Berkeley in the Department of Economics, will give a talk on their recent research followed by a Q&A on October 27th. All UC Berkeley students are invited to attend!Learn more about this event at  LINKwww.facebook.com/events/660046621556835",66.03,7.5,10,3,41,0.0,0.25
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Alumni Lunch Chats! Monday, October 19, 2020 at 12 PM PDT – 12:30 PM PDT",89.75,2.5,1,2,14,0.0,0.0
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,Public · Hosted by Berkeley Environmental Economics and Policy Students - BEEPS,10.56,14.3,6,1,10,0.0,0.0
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Online EventIntroducing Alumni Lunch Chats!Come meet EEP alumns in a casual setting, learn about their post-graduation career paths, how they’ve put their EEP degree to use, and more!This week: Joanna Rui Jiang ’16. Ask her about graduating early, climate change policy, and business analytics.Zoom Link:https://berkeley.zoom.us/j/99183515562",51.55,8.9,13,4,45,0.3365,-0.20000000000000007
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Interested in venture capital and consulting? Come hear from EEP alumni, Michelle Nacouzi, about their career path on October 20th at 7pm!Linkwww.facebook.com/events/557623945008843",43.39,9.9,6,2,22,0.4574,0.125
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"EEP Alumni Series: Venture Capital and Consulting Michelle Nacouzi, EEP'14, Investor at Northzone VC October 20th 7-8pm Berkeley Rausser College Natural Resources beeps'",31.21,14.6,12,1,23,0.3612,0.05
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Berkeley Environmental Economics and Policy Students - BEEPSWant to learn more about graduate school and graduate school admission? Come hear from James Sears, PhD Candidate in the Department of Agriculture and Resource Economics on Tuesday, October 6th at 7pm!LINKwww.facebook.com/events/684799925481568",26.81,14.2,13,2,38,0.0,0.5
https://are.berkeley.edu/eep/student-outreach,UC Berkeley,Agricultural and Resource Economics,Advising,Y,2:41,"Berkeley Environmental Economics and Policy Students - BEEPSDespite the United States Clean Air Act, there is still a persistent and disproportionate negative burden of air pollution in low-income communities. Come out to Professor Meredith Fowlie's talk to learn more and the impacts of California's clean air policy efforts.More information can be found:LINKwww.facebook.com/events/912583422561817You can also RSVP here:https://callink.berkeley.edu/event/6398299",32.09,12.2,21,4,55,0.1531,0.23333333333333334
https://are.berkeley.edu/eep/research-opportunities,UC Berkeley,Agricultural and Resource Economics,Undergraduate Research,Y,2:41,Jump to navigation,34.59,9.2,1,1,3,0.0,0.0
https://are.berkeley.edu/eep/research-opportunities,UC Berkeley,Agricultural and Resource Economics,Undergraduate Research,Y,2:41,Research Opportunities in EEP,8.2,13.1,2,1,4,0.3818,0.0
https://are.berkeley.edu/eep/research-opportunities,UC Berkeley,Agricultural and Resource Economics,Undergraduate Research,Y,2:41,Research in EEP,93.81,0.9,1,1,3,0.0,0.0
https://are.berkeley.edu/eep/research-opportunities,UC Berkeley,Agricultural and Resource Economics,Undergraduate Research,Y,2:41,Do you ever wonder what research is all about? Do you want to be involved in research as an undergraduate research assistant while you are also taking classes?,65.73,7.6,5,2,28,0.168,0.0
https://are.berkeley.edu/eep/research-opportunities,UC Berkeley,Agricultural and Resource Economics,Undergraduate Research,Y,2:41,Research Projects by Agricultural & Resource Economics (ARE) faculty and ARE graduate students that seek undergraduate research assistance are listed at three portals below. Check these Research Opportunities out!,23.43,13.5,12,2,28,0.4389,0.0
https://are.berkeley.edu/eep/research-opportunities,UC Berkeley,Agricultural and Resource Economics,Undergraduate Research,Y,2:41,Discovery Opportunities Database (LINK),-34.11,19.0,3,1,4,0.3818,0.0
https://are.berkeley.edu/eep/research-opportunities,UC Berkeley,Agricultural and Resource Economics,Undergraduate Research,Y,2:41,Sponsored Program of Undergraduate Research(SPUR),-18.21,17.0,4,1,5,0.0,0.0
https://are.berkeley.edu/eep/research-opportunities,UC Berkeley,Agricultural and Resource Economics,Undergraduate Research,Y,2:41,Undergraduate Research Apprentice Program(URAP),-93.33,27.3,4,1,4,0.0,0.0
https://are.berkeley.edu/eep/research-opportunities,UC Berkeley,Agricultural and Resource Economics,Undergraduate Research,Y,2:41,Fellowships:Haas Scholars ProgramandSURF,-75.4,24.5,3,1,3,0.0,0.0
https://are.berkeley.edu/eep/research-opportunities,UC Berkeley,Agricultural and Resource Economics,Undergraduate Research,Y,2:41,ARE Graduate Undergraduate Research(ARE-GUR) Board,-18.21,17.0,3,1,5,0.0,0.0
https://are.berkeley.edu/eep/research-opportunities,UC Berkeley,Agricultural and Resource Economics,Undergraduate Research,Y,2:41,Check out the U.C. Berkeley Library ARE data pagewith links to data sets you may find interesting if you are thinking about your own research ideas.,75.2,6.0,5,2,26,0.4019,0.55
https://are.berkeley.edu/eep/research-opportunities,UC Berkeley,Agricultural and Resource Economics,Undergraduate Research,Y,2:41,"Check outthe Seminars in AREfor ongoing research by ARE faculty, students and invited speakers.",31.89,12.3,9,1,14,0.0,0.0
https://are.berkeley.edu/eep/research-opportunities,UC Berkeley,Agricultural and Resource Economics,Undergraduate Research,Y,2:41,Research in the Rausser College of Natural Resources,46.44,8.8,4,1,8,0.3612,0.1
https://are.berkeley.edu/eep/research-opportunities,UC Berkeley,Agricultural and Resource Economics,Undergraduate Research,Y,2:41,"Video production by Carly Trachtman, ARE PhD candidate.",37.98,10.0,4,1,8,0.0,0.0
https://ced.berkeley.edu/arch/advising,UC Berkeley,Architecture,Advising,Y,3:44,Advising,-47.99,20.2,1,1,1,0.0,0.0
https://ced.berkeley.edu/arch/advising,UC Berkeley,Architecture,Advising,Y,3:44,Photo Modal,77.91,2.9,1,1,2,0.0,0.0
https://ced.berkeley.edu/arch/advising,UC Berkeley,Architecture,Advising,Y,3:44,"230 Bauer Wurster Hall #1820  Berkeley, CA 94720-1820",105.66,0.5,1,1,8,0.0,0.0
https://ced.berkeley.edu/arch/advising,UC Berkeley,Architecture,Advising,Y,3:44,"230 Bauer Wurster Hall #1820 | Berkeley, CA 94720-1820",105.66,0.5,1,1,8,0.0,0.0
https://ced.berkeley.edu/arch/advising,UC Berkeley,Architecture,Advising,Y,3:44,© 2025 UC Regents; all rights reserved.,90.77,2.1,2,1,6,0.0,0.0
https://ced.berkeley.edu/arch/advising,UC Berkeley,Architecture,Advising,Y,3:44,"230 Bauer Wurster Hall #1820  Berkeley, CA 94720-1820",105.66,0.5,1,1,8,0.0,0.0
https://ced.berkeley.edu/arch/advising,UC Berkeley,Architecture,Advising,Y,3:44,© 2025 UC Regents; all rights reserved.,90.77,2.1,2,1,6,0.0,0.0
https://ib.berkeley.edu/undergrad/major/declaring.php,UC Berkeley,"Biology, Integrative",Prospective students,Y,2:12,Integrative Biology,-133.6,32.4,2,1,2,0.0,0.0
https://ib.berkeley.edu/undergrad/major/declaring.php,UC Berkeley,"Biology, Integrative",Prospective students,Y,2:12,Declaring IB as a Major,83.32,2.9,1,1,5,0.0,0.0625
https://ib.berkeley.edu/undergrad/major/declaring.php,UC Berkeley,"Biology, Integrative",Prospective students,Y,2:12,Undergrad Menu,35.61,8.8,1,1,2,0.0,0.0
https://ib.berkeley.edu/undergrad/major/declaring.php,UC Berkeley,"Biology, Integrative",Prospective students,Y,2:12,Keep In Touch,119.19,-2.7,0,1,3,0.0,0.0
https://ib.berkeley.edu/undergrad/major/declaring.php,UC Berkeley,"Biology, Integrative",Prospective students,Y,2:12,Subscribe to IB Career List,83.32,2.9,2,1,5,0.0,0.0
https://ib.berkeley.edu/undergrad/major/declaring.php,UC Berkeley,"Biology, Integrative",Prospective students,Y,2:12,Subscribe to IB Newsletter,50.5,7.2,2,1,4,0.0,0.0
https://ib.berkeley.edu/undergrad/major/declaring.php,UC Berkeley,"Biology, Integrative",Prospective students,Y,2:12,Subscribe to News Feed,92.8,1.3,1,1,4,0.0,0.0
https://ib.berkeley.edu/undergrad/major/declaring.php,UC Berkeley,"Biology, Integrative",Prospective students,Y,2:12,Connect with Facebook,59.97,5.6,1,1,3,0.0,0.0
