URL,Institution,Department,Website_Type,STEM,Time_to_Scrape,Text Chunk,Flesch Reading Ease,Flesch-Kincaid Grade Level,Difficult Words,Total Number of Sentences,Total Number of Words,VADER Sentiment Score,TextBlob Sentiment Score
https://ecoevo.bio.uci.edu/undergraduates/research-opportunities/,UC Irvine,Ecology and Evolutionary Biology,Undergraduate Research,Y,2:30,Research Opportunities,-91.3,26.5,2,1,2,0.3818,0.0
https://ecoevo.bio.uci.edu/undergraduates/research-opportunities/,UC Irvine,Ecology and Evolutionary Biology,Undergraduate Research,Y,2:30,Biological Science 199 – Undergraduate Research,-52.05,21.8,4,1,5,0.0,0.0
https://ecoevo.bio.uci.edu/undergraduates/research-opportunities/,UC Irvine,Ecology and Evolutionary Biology,Undergraduate Research,Y,2:30,"Participation in Undergraduate Research (Biological Science 199) is strongly encouraged for all majors in Ecology and Evolutionary Biology. Students enrolled in Bio. Sci. 199 engage in laboratory or field research under the direction of individual professors. One to five credits may be taken per quarter, and the course may be repeated for credit. In consultation with their faculty sponsor, students develop a research topic, and prepare an abstract which must be filed with the. Descriptions of research conducted by faculty and requirements for individual labs are available at the website maintained by theBiological Sciences Student Affairs.",29.86,13.1,36,6,96,0.8779,0.20833333333333331
https://ecoevo.bio.uci.edu/undergraduates/research-opportunities/,UC Irvine,Ecology and Evolutionary Biology,Undergraduate Research,Y,2:30,"Students enrolled in Bio. Sci. 199 are strongly encouraged to participate in the Excellence in Research Program which involves preparation of a paper and a poster, and an oral presentation to faculty. Students awarded Excellence in Research will have their papers published in the Charlie Dunlop School of Biological Sciences Journal Of Undergraduate Research In The Biological Sciences. In many labs, students coauthor papers based on their research that appear in scientific journals.",35.98,12.8,24,4,73,0.9382,0.4666666666666667
https://ecoevo.bio.uci.edu/undergraduates/research-opportunities/,UC Irvine,Ecology and Evolutionary Biology,Undergraduate Research,Y,2:30,"Participation in Bio. Sci. 199 gives students the opportunity to directly participate in research, and interact extensively with faculty. Research experience is especially valuable for students with interests in graduate school or professional programs because it provides insight into approaches essential in these disciplines. Students engaged in research also have the opportunity to interact with other students with similar interests and career goals.",21.6,14.2,23,4,63,0.9286,0.010714285714285716
https://ecoevo.bio.uci.edu/undergraduates/research-opportunities/,UC Irvine,Ecology and Evolutionary Biology,Undergraduate Research,Y,2:30,UCI’s Undergraduate Research Opportunities Program (UROP),-27.68,18.6,4,1,6,0.3818,0.0
https://ecoevo.bio.uci.edu/undergraduates/research-opportunities/,UC Irvine,Ecology and Evolutionary Biology,Undergraduate Research,Y,2:30,"Research opportunities are available on campus with every discipline, interdisciplinary program, and school, and with many off-campus laboratories, industrial partners, and other universities. Discover the unique and valuable benefits of undergraduate research through UROP!",3.46,17.0,13,2,34,0.8221,0.3109375
https://ecoevo.bio.uci.edu/undergraduates/research-opportunities/,UC Irvine,Ecology and Evolutionary Biology,Undergraduate Research,Y,2:30,"Department of Ecology and Evolutionary Biology321 Steinhaus HallUniversity of California Irvine, CA 92697-2525",-17.87,19.0,7,1,13,0.0,0.0
https://ecoevo.bio.uci.edu/undergraduates/research-opportunities/,UC Irvine,Ecology and Evolutionary Biology,Undergraduate Research,Y,2:30,Affiliations,-217.19,43.8,1,1,1,0.0,0.0
https://ecoevo.bio.uci.edu/undergraduates/research-opportunities/,UC Irvine,Ecology and Evolutionary Biology,Undergraduate Research,Y,2:30,Help & Support,77.91,2.9,1,1,2,0.6597,0.0
https://ecoevo.bio.uci.edu/undergraduates/research-opportunities/,UC Irvine,Ecology and Evolutionary Biology,Undergraduate Research,Y,2:30,Follow Us on Social!,75.88,3.7,1,1,4,0.0,0.041666666666666664
https://ecoevo.bio.uci.edu/undergraduates/research-opportunities/,UC Irvine,Ecology and Evolutionary Biology,Undergraduate Research,Y,2:30,© UC Regents ALL RIGHTS RESERVED,83.32,2.9,2,1,5,0.0,0.0
https://engineering.uci.edu/dept/bme/undergraduate/missions/biomedical-engineering-program,UC Irvine,Biomedical Engineering,Prospective students,Y,4:23,Search form,120.21,-3.1,0,1,2,0.0,0.0
https://engineering.uci.edu/dept/bme/undergraduate/missions/biomedical-engineering-program,UC Irvine,Biomedical Engineering,Prospective students,Y,4:23,Biomedical Engineering Program,-75.4,24.5,3,1,3,0.0,0.0
https://engineering.uci.edu/dept/bme/undergraduate/missions/biomedical-engineering-program,UC Irvine,Biomedical Engineering,Prospective students,Y,4:23,"The educational mission of the Biomedical Engineering Program at UC Irvine is to provide students with rigorous, multi-disciplinary training that enable graduates to be leaders and innovators in bioengineering and biomedical professions. This is accomplished by developing and offering curricula that integrate engineering sciences, life sciences, clinical medicine, research and engineering design in collaboration with local biomedical device and biotechnology companies.",-10.25,22.3,31,2,61,0.2023,0.15
https://engineering.uci.edu/dept/bme/undergraduate/missions/biomedical-engineering-program,UC Irvine,Biomedical Engineering,Prospective students,Y,4:23,Undergraduate Major in Biomedical Engineering,-68.97,24.1,3,1,5,0.0,0.0625
https://engineering.uci.edu/dept/bme/undergraduate/missions/biomedical-engineering-program,UC Irvine,Biomedical Engineering,Prospective students,Y,4:23,"Program Educational Objectives: A few years after completing the Biomedical Engineering program, graduates will:",-10.42,18.2,7,1,14,0.0,0.024999999999999994
https://engineering.uci.edu/dept/bme/undergraduate/missions/biomedical-engineering-program,UC Irvine,Biomedical Engineering,Prospective students,Y,4:23,Biomedical Engineering Student Outcomes,-51.03,21.4,4,1,4,0.0,0.0
https://engineering.uci.edu/dept/bme/undergraduate/missions/biomedical-engineering-program,UC Irvine,Biomedical Engineering,Prospective students,Y,4:23,"The Biomedical Engineering program is accredited by the Engineering Accreditation Commission of ABET,http://www.abet.org.",-26.33,20.2,6,1,13,0.0,0.0
https://engineering.uci.edu/dept/bme/undergraduate/missions/biomedical-engineering-program,UC Irvine,Biomedical Engineering,Prospective students,Y,4:23,Department of Biomedical Engineering,-51.03,21.4,3,1,4,0.0,0.0
https://engineering.uci.edu/dept/bme/undergraduate/missions/biomedical-engineering-program,UC Irvine,Biomedical Engineering,Prospective students,Y,4:23,Contact Us,77.91,2.9,1,1,2,0.0,0.0
https://engineering.uci.edu/dept/bme/undergraduate/missions/biomedical-engineering-program,UC Irvine,Biomedical Engineering,Prospective students,Y,4:23,"Samueli School of Engineering5200 Engineering HallIrvine, CA 92697-2700+1-949-824-4333",37.98,10.0,3,1,8,0.0,0.0
https://engineering.uci.edu/dept/bme/undergraduate/missions/biomedical-engineering-program,UC Irvine,Biomedical Engineering,Prospective students,Y,4:23,Undergraduate Student Affairs,-50.02,21.0,3,1,3,0.0,0.0
https://engineering.uci.edu/dept/bme/undergraduate/missions/biomedical-engineering-program,UC Irvine,Biomedical Engineering,Prospective students,Y,4:23,+1-949-824-4334ugengr@uci.edu,-132.59,32.0,1,1,1,0.0,0.0
https://engineering.uci.edu/dept/bme/undergraduate/missions/biomedical-engineering-program,UC Irvine,Biomedical Engineering,Prospective students,Y,4:23,Graduate and Professional Studies,-8.73,15.5,3,1,4,0.0,0.1
https://engineering.uci.edu/dept/bme/undergraduate/missions/biomedical-engineering-program,UC Irvine,Biomedical Engineering,Prospective students,Y,4:23,+1-949-824-8090gradengr@uci.edu,-132.59,32.0,1,1,1,0.0,0.0
https://engineering.uci.edu/dept/bme/undergraduate/missions/biomedical-engineering-program,UC Irvine,Biomedical Engineering,Prospective students,Y,4:23,Discover Samueli,35.61,8.8,0,1,2,0.0,0.0
https://engineering.uci.edu/dept/bme/undergraduate/missions/biomedical-engineering-program,UC Irvine,Biomedical Engineering,Prospective students,Y,4:23,Prospective Students,35.61,8.8,2,1,2,0.0,0.0
https://engineering.uci.edu/dept/bme/undergraduate/missions/biomedical-engineering-program,UC Irvine,Biomedical Engineering,Prospective students,Y,4:23,Current Students,35.61,8.8,2,1,2,0.0,0.0
https://engineering.uci.edu/dept/bme/undergraduate/missions/biomedical-engineering-program,UC Irvine,Biomedical Engineering,Prospective students,Y,4:23,"©2025 Samueli School of EngineeringUniversity of California, Irvine",21.06,12.3,2,1,8,0.0,0.0
https://engineering.uci.edu/dept/cbe/undergraduate/educational-mission,UC Irvine,Chemical and Biomolecular Engineering,Prospective students,Y,1:50,Search form,120.21,-3.1,0,1,2,0.0,0.0
https://engineering.uci.edu/dept/cbe/undergraduate/educational-mission,UC Irvine,Chemical and Biomolecular Engineering,Prospective students,Y,1:50,Educational Mission,-91.3,26.5,2,1,2,0.0,0.25
https://engineering.uci.edu/dept/cbe/undergraduate/educational-mission,UC Irvine,Chemical and Biomolecular Engineering,Prospective students,Y,1:50,"The educational mission of the Chemical Engineering program is to provide students with a unique interdisciplinary academic foundation on which to continue developing intellectual capacity, and the scholarly training needed to address complex problems in chemical and biomolecular engineering with emphasis on advances in (a) biomolecular engineering and biotechnology, (b) soft matter and complex fluids, and (c) energy processes, conversion, and storage.",-33.76,33.4,28,1,62,0.4215,0.060714285714285714
https://engineering.uci.edu/dept/cbe/undergraduate/educational-mission,UC Irvine,Chemical and Biomolecular Engineering,Prospective students,Y,1:50,Undergraduate Major in Chemical Engineering,-52.05,21.8,3,1,5,0.0,0.0625
https://engineering.uci.edu/dept/cbe/undergraduate/educational-mission,UC Irvine,Chemical and Biomolecular Engineering,Prospective students,Y,1:50,"Program Educational Objectives: A few years after completing the Chemical Engineering program, graduates will:",-1.96,17.0,7,1,14,0.0,0.024999999999999994
https://engineering.uci.edu/dept/cbe/undergraduate/educational-mission,UC Irvine,Chemical and Biomolecular Engineering,Prospective students,Y,1:50,Chemical Engineering Student Outcomes,-34.11,19.0,4,1,4,0.0,0.0
https://engineering.uci.edu/dept/cbe/undergraduate/educational-mission,UC Irvine,Chemical and Biomolecular Engineering,Prospective students,Y,1:50,"The Chemical Engineering program is accredited by the Engineering Accreditation Commission of ABET,http://www.abet.org.",-17.87,19.0,6,1,13,0.0,0.0
https://engineering.uci.edu/dept/cbe/undergraduate/educational-mission,UC Irvine,Chemical and Biomolecular Engineering,Prospective students,Y,1:50,Department of Chemical and Biomolecular Engineering,-10.76,16.3,4,1,6,0.0,0.0
https://engineering.uci.edu/dept/cbe/undergraduate/educational-mission,UC Irvine,Chemical and Biomolecular Engineering,Prospective students,Y,1:50,Contact Us,77.91,2.9,1,1,2,0.0,0.0
https://engineering.uci.edu/dept/cbe/undergraduate/educational-mission,UC Irvine,Chemical and Biomolecular Engineering,Prospective students,Y,1:50,"Samueli School of Engineering5200 Engineering HallIrvine, CA 92697-2700+1-949-824-4333",37.98,10.0,3,1,8,0.0,0.0
https://engineering.uci.edu/dept/cbe/undergraduate/educational-mission,UC Irvine,Chemical and Biomolecular Engineering,Prospective students,Y,1:50,Undergraduate Student Affairs,-50.02,21.0,3,1,3,0.0,0.0
https://engineering.uci.edu/dept/cbe/undergraduate/educational-mission,UC Irvine,Chemical and Biomolecular Engineering,Prospective students,Y,1:50,+1-949-824-4334ugengr@uci.edu,-132.59,32.0,1,1,1,0.0,0.0
https://engineering.uci.edu/dept/cbe/undergraduate/educational-mission,UC Irvine,Chemical and Biomolecular Engineering,Prospective students,Y,1:50,Graduate and Professional Studies,-8.73,15.5,3,1,4,0.0,0.1
https://engineering.uci.edu/dept/cbe/undergraduate/educational-mission,UC Irvine,Chemical and Biomolecular Engineering,Prospective students,Y,1:50,+1-949-824-8090gradengr@uci.edu,-132.59,32.0,1,1,1,0.0,0.0
https://engineering.uci.edu/dept/cbe/undergraduate/educational-mission,UC Irvine,Chemical and Biomolecular Engineering,Prospective students,Y,1:50,Discover Samueli,35.61,8.8,0,1,2,0.0,0.0
https://engineering.uci.edu/dept/cbe/undergraduate/educational-mission,UC Irvine,Chemical and Biomolecular Engineering,Prospective students,Y,1:50,Prospective Students,35.61,8.8,2,1,2,0.0,0.0
https://engineering.uci.edu/dept/cbe/undergraduate/educational-mission,UC Irvine,Chemical and Biomolecular Engineering,Prospective students,Y,1:50,Current Students,35.61,8.8,2,1,2,0.0,0.0
https://engineering.uci.edu/dept/cbe/undergraduate/educational-mission,UC Irvine,Chemical and Biomolecular Engineering,Prospective students,Y,1:50,"©2025 Samueli School of EngineeringUniversity of California, Irvine",21.06,12.3,2,1,8,0.0,0.0
https://engineering.uci.edu/dept/cee/academics/undergraduate/missions/civil-engineering,UC Irvine,Civil and Environmental Engineering,Prospective students,Y,1:58,Search form,120.21,-3.1,0,1,2,0.0,0.0
https://engineering.uci.edu/dept/cee/academics/undergraduate/missions/civil-engineering,UC Irvine,Civil and Environmental Engineering,Prospective students,Y,1:58,Civil Engineering,-49.0,20.6,2,1,2,0.0,0.0
https://engineering.uci.edu/dept/cee/academics/undergraduate/missions/civil-engineering,UC Irvine,Civil and Environmental Engineering,Prospective students,Y,1:58,"The educational mission of the Civil Engineering undergraduate program is to provide students with an multidisciplinary curriculum that is fundamental, yet broad and flexible, to produce graduates who are well-grounded in mathematical, scientific, and technical knowledge; have the ability to analyze, evaluate, and design civil engineering systems; have the ability to communicate effectively; have had meaningful opportunities for undergraduate research; and who have acquired an understanding and appreciation for global and societal issues and are thus prepared for a career path toward leadership in industry, government, and academia.",-60.15,43.5,39,1,88,0.9477,0.2017857142857143
https://engineering.uci.edu/dept/cee/academics/undergraduate/missions/civil-engineering,UC Irvine,Civil and Environmental Engineering,Prospective students,Y,1:58,Undergraduate Major in Civil Engineering,-35.13,19.4,3,1,5,0.0,0.0625
https://engineering.uci.edu/dept/cee/academics/undergraduate/missions/civil-engineering,UC Irvine,Civil and Environmental Engineering,Prospective students,Y,1:58,"Program Educational Objectives: A few years after completing the Civil Engineering program, graduates will:",6.5,15.8,7,1,14,0.0,0.024999999999999994
https://engineering.uci.edu/dept/cee/academics/undergraduate/missions/civil-engineering,UC Irvine,Civil and Environmental Engineering,Prospective students,Y,1:58,Civil Engineering Student Outcomes,-8.73,15.5,4,1,4,0.0,0.0
https://engineering.uci.edu/dept/cee/academics/undergraduate/missions/civil-engineering,UC Irvine,Civil and Environmental Engineering,Prospective students,Y,1:58,"The Civil Engineering program is accredited by the Engineering Accreditation Commission of ABET,http://www.abet.org.",-17.87,19.0,6,1,13,0.0,0.0
https://engineering.uci.edu/dept/cee/academics/undergraduate/missions/civil-engineering,UC Irvine,Civil and Environmental Engineering,Prospective students,Y,1:58,Department of Civil and Environmental Engineering,-27.68,18.6,4,1,6,0.0,0.0
https://engineering.uci.edu/dept/cee/academics/undergraduate/missions/civil-engineering,UC Irvine,Civil and Environmental Engineering,Prospective students,Y,1:58,Contact Us,77.91,2.9,1,1,2,0.0,0.0
https://engineering.uci.edu/dept/cee/academics/undergraduate/missions/civil-engineering,UC Irvine,Civil and Environmental Engineering,Prospective students,Y,1:58,"Samueli School of Engineering5200 Engineering HallIrvine, CA 92697-2700+1-949-824-4333",37.98,10.0,3,1,8,0.0,0.0
https://engineering.uci.edu/dept/cee/academics/undergraduate/missions/civil-engineering,UC Irvine,Civil and Environmental Engineering,Prospective students,Y,1:58,Undergraduate Student Affairs,-50.02,21.0,3,1,3,0.0,0.0
https://engineering.uci.edu/dept/cee/academics/undergraduate/missions/civil-engineering,UC Irvine,Civil and Environmental Engineering,Prospective students,Y,1:58,+1-949-824-4334ugengr@uci.edu,-132.59,32.0,1,1,1,0.0,0.0
https://engineering.uci.edu/dept/cee/academics/undergraduate/missions/civil-engineering,UC Irvine,Civil and Environmental Engineering,Prospective students,Y,1:58,Graduate and Professional Studies,-8.73,15.5,3,1,4,0.0,0.1
https://engineering.uci.edu/dept/cee/academics/undergraduate/missions/civil-engineering,UC Irvine,Civil and Environmental Engineering,Prospective students,Y,1:58,+1-949-824-8090gradengr@uci.edu,-132.59,32.0,1,1,1,0.0,0.0
https://engineering.uci.edu/dept/cee/academics/undergraduate/missions/civil-engineering,UC Irvine,Civil and Environmental Engineering,Prospective students,Y,1:58,Discover Samueli,35.61,8.8,0,1,2,0.0,0.0
https://engineering.uci.edu/dept/cee/academics/undergraduate/missions/civil-engineering,UC Irvine,Civil and Environmental Engineering,Prospective students,Y,1:58,Prospective Students,35.61,8.8,2,1,2,0.0,0.0
https://engineering.uci.edu/dept/cee/academics/undergraduate/missions/civil-engineering,UC Irvine,Civil and Environmental Engineering,Prospective students,Y,1:58,Current Students,35.61,8.8,2,1,2,0.0,0.0
https://engineering.uci.edu/dept/cee/academics/undergraduate/missions/civil-engineering,UC Irvine,Civil and Environmental Engineering,Prospective students,Y,1:58,"©2025 Samueli School of EngineeringUniversity of California, Irvine",21.06,12.3,2,1,8,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,Search form,120.21,-3.1,0,1,2,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,Department of Materials Science and Engineering,-10.76,16.3,4,1,6,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,What is MSE?,119.19,-2.7,0,1,3,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,What is materials science engineering (MSE)?,14.63,12.7,3,1,6,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,"An interdisciplinary field that deals with the discovery and design of new materials - materials created to solve major problems in the world related to energy, human health and the environment.",15.65,18.5,10,1,30,0.296,0.04971590909090909
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,"New technologies in materials science include Gorilla Glass on the iPhone, low-density ceramics used as heat-shielding tiles in SpaceX rockets, specialty polymers used for targeted drug delivery to cancerous tumors, semiconductor solar cells on rooftops, lightweight metal alloys used in high-performance aircraft, and hybrid nanomaterials used in next-generation batteries.",-12.11,27.1,25,1,49,0.0,0.13636363636363635
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,"Materials science is critical to our nation’s global competitiveness, and these engineers are in demand. MSE graduates can anticipate excellent job prospects and salaries from companies ranging from startups to established multinational corporations.",20.89,14.4,17,2,33,0.4767,0.3333333333333333
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,What do materials scientists/engineers do?,-18.21,17.0,3,1,5,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,"At UCI students not only learn about the properties and characteristics of materials, such as metals, alloys, ceramics, polymers, semiconductors, glasses, composites and nanomaterials, they also develop, design, make, test and use materials and material systems for specific applications. They learn about 3-D printing and rapid prototyping technologies in one of two maker spaces:",18.69,17.4,22,2,54,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,They have the opportunity to use advanced imaging techniques such as scanning electron microscopy as part of the curriculum. A new Irvine Materials Research Institute (IMRI) will provide additional state-of-the-art materials characterization technologies that probe material structure and properties spanning atomic to macroscopic scales.,15.31,16.6,22,2,44,0.5859,0.1787878787878788
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,"UCI students learn how to fabricate and process these materials, characterize their structure, predict their properties, examine and modify material behavior, and improve material performance as relevant to a broad range of technologies including:",3.13,21.3,15,1,34,0.4404,0.23125
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,Who hires MSE graduates?,75.88,3.7,1,1,4,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,"Graduates from UCI’s MSE program are uniquely positioned to take advantage of emerging job opportunities spanning a wide variety of industries. They benefit from a large local engineering industry with close ties to the school. Here are some of the companies, where MSE students regularly secure internships either on the UCI campus or in close proximity.",44.03,11.8,21,3,56,0.8402,0.17785714285714288
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,What is it like to study materials science & engineering at UCI?,60.31,7.6,3,1,11,0.3612,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,"UCI’s MSE program has a smaller student-to-faculty ratio than any of the other engineering majors. This means smaller class sizes, more opportunities to work in research labs and more faculty attention.",47.28,10.5,9,2,31,0.4391,0.175
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,"MSE students develop detailed knowledge of electronic, chemical, mechanical, thermal and optical properties of materials and how they can be customized and manipulated for specific applications. This breadth of knowledge enables students to collaborate with engineers from other disciplines, including biomedical, chemical, environmental and mechanical engineers. During senior year, MSE students enjoy the opportunity to engage in a year-long interdisciplinary design project involving industry partners.",-1.32,18.8,30,3,65,0.7003,0.16875
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,Here are some examples of recent undergraduate projects:,37.98,10.0,3,1,8,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,Energy and Environment:,-24.64,17.4,2,1,3,0.2732,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,Biomedical and Biological Technologies,-76.41,24.9,3,1,4,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,Transportation,-47.99,20.2,1,1,1,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,Other Technologies,-6.7,14.7,1,1,2,0.0,-0.125
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,Department of Materials Science and Engineering,-10.76,16.3,4,1,6,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,Contact Us,77.91,2.9,1,1,2,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,"Samueli School of Engineering5200 Engineering HallIrvine, CA 92697-2700+1-949-824-4333",37.98,10.0,3,1,8,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,Undergraduate Student Affairs,-50.02,21.0,3,1,3,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,+1-949-824-4334ugengr@uci.edu,-132.59,32.0,1,1,1,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,Graduate and Professional Studies,-8.73,15.5,3,1,4,0.0,0.1
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,+1-949-824-8090gradengr@uci.edu,-132.59,32.0,1,1,1,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,Discover Samueli,35.61,8.8,0,1,2,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,Prospective Students,35.61,8.8,2,1,2,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,Current Students,35.61,8.8,2,1,2,0.0,0.0
https://engineering.uci.edu/dept/mse/undergraduate/what-is-mse,UC Irvine,Materials Science and Engineering,Prospective students,Y,2:08,"©2025 Samueli School of EngineeringUniversity of California, Irvine",21.06,12.3,2,1,8,0.0,0.0
https://engineering.uci.edu/dept/mae/undergraduate/educational-experience,UC Irvine,Mechanical and Aerospace Engineering,Prospective students,Y,2:06,Search form,120.21,-3.1,0,1,2,0.0,0.0
https://engineering.uci.edu/dept/mae/undergraduate/educational-experience,UC Irvine,Mechanical and Aerospace Engineering,Prospective students,Y,2:06,Department of Mechanical and Aerospace Engineering,-10.76,16.3,4,1,6,0.0,0.0
https://engineering.uci.edu/dept/mae/undergraduate/educational-experience,UC Irvine,Mechanical and Aerospace Engineering,Prospective students,Y,2:06,Educational Experience,-175.9,38.3,2,1,2,0.0,0.25
https://engineering.uci.edu/dept/mae/undergraduate/educational-experience,UC Irvine,Mechanical and Aerospace Engineering,Prospective students,Y,2:06,Courses,36.62,8.4,1,1,1,0.0,0.0
https://engineering.uci.edu/dept/mae/undergraduate/educational-experience,UC Irvine,Mechanical and Aerospace Engineering,Prospective students,Y,2:06,Design Projects,77.91,2.9,1,1,2,0.0,0.0
https://engineering.uci.edu/dept/mae/undergraduate/educational-experience,UC Irvine,Mechanical and Aerospace Engineering,Prospective students,Y,2:06,"Design is an integral part of the undergraduate curriculum. Students can get involved in numerous design projects through MAE93 courses, and the curriculum culminates in capstone design projects (MAE151A and MAE151B) and the aircraft design project (MAE159). The capstone design projects provide a unique experience of solving open-ended design problems posed by faculty and industry sponsors.",44.03,11.8,19,3,56,-0.0772,0.1875
https://engineering.uci.edu/dept/mae/undergraduate/educational-experience,UC Irvine,Mechanical and Aerospace Engineering,Prospective students,Y,2:06,Engineering Internships,-91.3,26.5,2,1,2,0.0,0.0
https://engineering.uci.edu/dept/mae/undergraduate/educational-experience,UC Irvine,Mechanical and Aerospace Engineering,Prospective students,Y,2:06,There are many engineering internship opportunities with local companies for students in MAE. A good place to find these opportunities is through UCI’ Division of Career Pathways and Engineering+ Practicum.,39.33,11.5,9,2,30,0.7964,0.39999999999999997
https://engineering.uci.edu/dept/mae/undergraduate/educational-experience,UC Irvine,Mechanical and Aerospace Engineering,Prospective students,Y,2:06,Undergraduate Research Projects,-24.64,17.4,2,1,3,0.0,0.0
https://engineering.uci.edu/dept/mae/undergraduate/educational-experience,UC Irvine,Mechanical and Aerospace Engineering,Prospective students,Y,2:06,"A valuable dimension of a UCI MAE undergraduate education is that students have the opportunity to interact with faculty who are internationally renowned for their research. Many MAE faculty welcome undergraduate volunteers to assist in their research. To pursue such an opportunity, try doing some background reading about a professor's research using theirweb site, and then email faculty directly or stop by during office hours. UCI also has an excellent Undergraduate Research Opportunties program which provides financial support for undergraduate research during the school year and during the summer.",23.46,15.5,23,4,89,0.9423,0.3428571428571429
https://engineering.uci.edu/dept/mae/undergraduate/educational-experience,UC Irvine,Mechanical and Aerospace Engineering,Prospective students,Y,2:06,Engineering Study Abroad,34.59,9.2,1,1,3,0.0,0.0
https://engineering.uci.edu/dept/mae/undergraduate/educational-experience,UC Irvine,Mechanical and Aerospace Engineering,Prospective students,Y,2:06,"UCI MAE supports study abroad, which can satisfy course credit for the MAE program (if courses are carefully planned prior to study abroad), while providing an enriching experience and multinational perspective on engineering.",29.52,17.3,13,1,33,0.8225,-0.05
https://engineering.uci.edu/dept/mae/undergraduate/educational-experience,UC Irvine,Mechanical and Aerospace Engineering,Prospective students,Y,2:06,Department of Mechanical and Aerospace Engineering,-10.76,16.3,4,1,6,0.0,0.0
https://engineering.uci.edu/dept/mae/undergraduate/educational-experience,UC Irvine,Mechanical and Aerospace Engineering,Prospective students,Y,2:06,Contact Us,77.91,2.9,1,1,2,0.0,0.0
